Population,Median Household Income,Per Capita Income,Zipcode,Population density
5212.0,45063.0,24889.0,22849,1.5974286376340285e-05
1113.0,61369.0,26294.0,22850,3.411239588807893e-06
5920.0,43229.0,22243.0,22851,1.8144239322320507e-05
4010.0,48551.0,24293.0,22853,1.2290270216639397e-05
35108.0,70071.0,45514.0,22901,0.00010760269495405885
24539.0,64560.0,38205.0,22902,7.520971093419306e-05
40507.0,63339.0,36363.0,22903,0.00012415011861980352
5095.0,2499.0,3519.0,22904,1.561569245730118e-05
17732.0,78239.0,42494.0,22911,5.434690061881541e-05
3612.0,78490.0,41842.0,22920,1.1070437910848255e-05
2058.0,58765.0,25310.0,22922,6.3075750887391225e-06
5089.0,72500.0,37447.0,22923,1.5597303025555586e-05
324.0,64688.0,42143.0,22931,9.930293142621358e-07
7792.0,75297.0,44772.0,22932,2.3881742026946182e-05
876.0,68269.0,39487.0,22935,2.6848570348568857e-06
4895.0,115642.0,56545.0,22936,1.5002711399114677e-05
2220.0,51618.0,23858.0,22937,6.80408974587019e-06
1349.0,81250.0,35992.0,22938,4.134557237467967e-06
5983.0,77847.0,34896.0,22939,1.8337328355649258e-05
1418.0,54300.0,24928.0,22940,4.346035702542311e-06
8915.0,53765.0,29335.0,22942,2.73236306686634e-05
295.0,92969.0,36396.0,22943,9.041470608250929e-07
208.0,-666666666.0,48568.0,22946,6.375003005139638e-07
3793.0,95294.0,66477.0,22947,1.162518576850704e-05
154.0,39537.0,26068.0,22948,4.7199541480360777e-07
1269.0,40513.0,28264.0,22949,3.889364814193366e-06
2053.0,56898.0,26606.0,22952,6.29225056228446e-06
2290.0,85128.0,69948.0,22958,7.018633116235467e-06
1423.0,59844.0,40783.0,22959,4.3613602289969735e-06
10347.0,53630.0,27242.0,22960,3.1712575045278766e-05
16014.0,75974.0,46164.0,22963,4.9081393328993345e-05
330.0,52396.0,19975.0,22964,1.011418746007731e-06
1702.0,66091.0,36122.0,22967,5.216468805167146e-06
10810.0,75317.0,32587.0,22968,3.3131626194980524e-05
1639.0,62813.0,20767.0,22969,5.023379771838397e-06
1505.0,45909.0,25727.0,22971,4.61268246285344e-06
377.0,-666666666.0,62527.0,22972,1.1554692946815593e-06
6009.0,48952.0,30909.0,22973,1.8417015893213503e-05
5600.0,85313.0,28600.0,22974,1.7163469629222102e-05
789.0,58491.0,20046.0,22976,2.4182102745457567e-06
31846.0,51033.0,27231.0,22980,9.760497389503697e-05
15.0,-666666666.0,,22989,4.597357936398777e-08
9937.0,54930.0,30198.0,23002,3.0455963875996432e-05
824.0,40781.0,22845.0,23004,2.525481959728395e-06
17020.0,72252.0,34671.0,23005,5.216468805167146e-05
6541.0,81875.0,35976.0,23009,2.0047545507989603e-05
1334.0,80169.0,28209.0,23011,4.088583658103979e-06
4047.0,81436.0,33661.0,23015,1.2403671712403901e-05
176.0,42652.0,29835.0,23021,5.394233312041232e-07
1180.0,60588.0,29446.0,23022,3.6165882433003715e-06
498.0,41184.0,23730.0,23023,1.526322834884394e-06
8381.0,64627.0,36973.0,23024,2.5686971243305434e-05
266.0,75031.0,31264.0,23025,8.152648073880498e-07
1090.0,33083.0,25536.0,23027,3.340746767116445e-06
4712.0,58630.0,40760.0,23030,1.4441833730874025e-05
304.0,-666666666.0,27026.0,23032,9.317312084434855e-07
1333.0,65139.0,35298.0,23035,4.085518752813047e-06
1762.0,70268.0,29308.0,23038,5.400363122623097e-06
994.0,63966.0,43766.0,23039,3.0465158591869232e-06
4444.0,47946.0,21733.0,23040,1.362043911290411e-05
2073.0,52773.0,26735.0,23043,6.35354866810311e-06
129.0,18785.0,13610.0,23045,3.9537278253029483e-07
1990.0,67895.0,39079.0,23047,6.099161528955711e-06
852.0,58261.0,35696.0,23050,2.6112993078745056e-06
989.0,68792.0,32618.0,23055,3.0311913327322606e-06
471.0,90451.0,42547.0,23056,1.443570392029216e-06
35124.0,109288.0,53727.0,23059,0.00010765173343871376
38211.0,84349.0,40412.0,23060,0.00011711309607182246
21721.0,75194.0,34048.0,23061,6.657280782434523e-05
2427.0,52765.0,34519.0,23062,7.4385251410932215e-06
4621.0,67083.0,34564.0,23063,1.4162927349399166e-05
258.0,-666666666.0,35690.0,23064,7.907455650605897e-07
1685.0,59882.0,31075.0,23065,5.164365415221293e-06
133.0,-666666666.0,39776.0,23066,4.076324036940249e-07
176.0,-666666666.0,78300.0,23068,5.394233312041232e-07
2803.0,69318.0,35081.0,23069,8.590929530483848e-06
381.0,58125.0,39008.0,23070,1.1677289158452894e-06
1641.0,66393.0,38139.0,23071,5.029509582420262e-06
11677.0,62010.0,31899.0,23072,3.578889908221902e-05
9384.0,45279.0,23316.0,23075,2.876107125011075e-05
831.0,-666666666.0,40752.0,23076,2.5469362967649225e-06
297.0,52083.0,39910.0,23079,9.102768714069579e-07
2484.0,72260.0,24176.0,23083,7.613224742676375e-06
1472.0,82500.0,36237.0,23084,4.511540588252667e-06
678.0,-666666666.0,26403.0,23085,2.0780057872522474e-06
3685.0,65625.0,30179.0,23086,1.1294175997086329e-05
5366.0,66852.0,32611.0,23089,1.6446281791143894e-05
109.0,-666666666.0,102035.0,23091,3.3407467671164447e-07
690.0,46964.0,25322.0,23092,2.1147846507434375e-06
13712.0,59193.0,28317.0,23093,4.202598134926669e-05
3345.0,84725.0,35090.0,23102,1.0252108198169274e-05
5197.0,109071.0,65195.0,23103,1.5928312796976296e-05
1044.0,51250.0,25007.0,23106,3.199761123733549e-06
222.0,106053.0,34547.0,23108,6.804089745870191e-07
2178.0,64283.0,37047.0,23109,6.675363723651025e-06
590.0,56250.0,34083.0,23110,1.8082941216501857e-06
36574.0,81481.0,37971.0,23111,0.00011209584611056592
53162.0,95056.0,40505.0,23112,0.00016293649507655454
25076.0,109940.0,60597.0,23113,7.685556507542383e-05
18540.0,104987.0,43810.0,23114,5.682334409388889e-05
135.0,45888.0,24736.0,23115,4.1376221427588996e-07
30689.0,105295.0,41464.0,23116,9.405887847342805e-05
9628.0,69368.0,38176.0,23117,2.9508908141098284e-05
370.0,84729.0,70368.0,23119,1.1340149576450317e-06
10025.0,137179.0,50164.0,23120,3.072567554159849e-05
1874.0,42544.0,20665.0,23123,5.743632515207539e-06
4339.0,81496.0,37000.0,23124,1.3298624057356196e-05
255.0,108673.0,41411.0,23125,7.815508491877921e-07
295.0,63750.0,20108.0,23126,9.041470608250929e-07
717.0,85369.0,49786.0,23128,2.1975370935986155e-06
632.0,167633.0,52055.0,23129,1.9370201438693516e-06
336.0,-666666666.0,26133.0,23130,1.029808177753326e-06
534.0,-666666666.0,27855.0,23138,1.6366594253579646e-06
24199.0,82366.0,37411.0,23139,7.4167643135276e-05
6679.0,76518.0,33996.0,23140,2.0470502438138287e-05
6651.0,77602.0,38917.0,23141,2.038468508999218e-05
3079.0,108281.0,44610.0,23146,9.436843390781224e-06
1980.0,44577.0,22581.0,23148,6.068512476046386e-06
2911.0,56366.0,25218.0,23149,8.92193930190456e-06
12606.0,58565.0,30012.0,23150,3.8636196097495325e-05
1246.0,93906.0,39170.0,23153,3.818871992501918e-06
1625.0,48553.0,23107.0,23156,4.980471097765342e-06
2661.0,-666666666.0,3109.0,23160,8.15571297917143e-06
158.0,44712.0,27192.0,23161,4.842550359673379e-07
81.0,-666666666.0,55506.0,23163,2.4825732856553396e-07
7257.0,78674.0,33766.0,23168,2.2242017696297283e-05
1086.0,35739.0,21012.0,23169,3.3284871459527145e-06
2219.0,-666666666.0,2823.0,23173,6.801024840579258e-06
1800.0,49034.0,31074.0,23175,5.516829523678533e-06
331.0,46979.0,44640.0,23176,1.0144836512986635e-06
475.0,68452.0,40331.0,23177,1.455830013192946e-06
636.0,66184.0,31180.0,23180,1.9492797650330816e-06
5287.0,66023.0,32718.0,23181,1.6204154273160225e-05
48036.0,81743.0,43745.0,23185,0.00014722579055523444
239.0,-666666666.0,3303.0,23187,7.325123645328719e-07
43687.0,79505.0,39843.0,23188,0.00013389651744496892
6830.0,92055.0,47615.0,23192,2.0933303137069097e-05
4435.0,32912.0,32211.0,23219,1.3592854965285719e-05
34280.0,42110.0,31451.0,23220,0.00010506495337316672
14933.0,74096.0,59508.0,23221,4.57682307094953e-05
26147.0,38649.0,23772.0,23222,8.013807864201255e-05
51334.0,40507.0,26346.0,23223,0.00015733384820472988
40445.0,36097.0,19063.0,23224,0.0001239600944917657
42960.0,48397.0,30108.0,23225,0.00013166833129846098
16071.0,93188.0,64772.0,23226,4.92560929305765e-05
25491.0,50991.0,36059.0,23227,7.812750077116082e-05
35950.0,53290.0,28711.0,23228,0.00011018334520902403
35479.0,79490.0,45767.0,23229,0.00010873977481699482
6505.0,61069.0,38120.0,23230,1.993720891751603e-05
36657.0,57066.0,28548.0,23231,0.00011235023324971332
31089.0,102779.0,51305.0,23233,9.528484058980106e-05
45201.0,47770.0,23219.0,23234,0.00013853678405544075
32355.0,77249.0,38851.0,23235,9.916501068812163e-05
25424.0,77297.0,36616.0,23236,7.792215211666835e-05
23252.0,57262.0,25710.0,23237,7.12651778247629e-05
25979.0,77399.0,46914.0,23238,7.96231745531359e-05
0.0,-666666666.0,-666666666.0,23250,0.0
18168.0,56527.0,29834.0,23294,5.568319932566199e-05
1580.0,39330.0,21993.0,23301,4.8425503596733785e-06
268.0,-666666666.0,27851.0,23302,8.213946179699148e-07
890.0,65637.0,31388.0,23303,2.727765708929941e-06
40.0,-666666666.0,,23304,1.2259621163730073e-07
776.0,69125.0,34213.0,23306,2.378366505763634e-06
570.0,41094.0,16653.0,23307,1.7469960158315354e-06
1921.0,38565.0,22247.0,23308,5.887683063881367e-06
4549.0,41611.0,27681.0,23310,1.3942254168452025e-05
103.0,32321.0,21840.0,23313,3.156852449660494e-07
8593.0,78644.0,35137.0,23314,2.633673116498313e-05
1346.0,62500.0,32439.0,23315,4.12536252159517e-06
440.0,44524.0,23977.0,23316,1.3485583280103079e-06
56765.0,73321.0,36709.0,23320,0.0001739793488397844
35489.0,75177.0,33271.0,23321,0.00010877042386990413
65603.0,101165.0,38266.0,23322,0.000201066981801046
39568.0,79270.0,32219.0,23323,0.00012127217255161788
24126.0,42027.0,21754.0,23324,7.394390504903793e-05
16342.0,63092.0,29158.0,23325,5.008668226441921e-05
2899.0,48639.0,36089.0,23336,8.88516043841337e-06
482.0,40313.0,27251.0,23337,1.4772843502294737e-06
678.0,42014.0,31418.0,23347,2.0780057872522474e-06
3439.0,39255.0,21798.0,23350,1.054020929551693e-05
149.0,-666666666.0,48570.0,23354,4.566708883489452e-07
1380.0,64583.0,27669.0,23356,4.229569301486875e-06
770.0,45547.0,23189.0,23357,2.359977074018039e-06
85.0,56607.0,28111.0,23358,2.6051694972926403e-07
1128.0,39386.0,23178.0,23359,3.4572131681718804e-06
258.0,-666666666.0,33334.0,23389,7.907455650605897e-07
532.0,36134.0,11885.0,23395,1.6305296147760996e-06
26.0,53333.0,41423.0,23398,7.968753756424547e-08
304.0,-666666666.0,9890.0,23401,9.317312084434855e-07
858.0,63533.0,39610.0,23405,2.6296887396201004e-06
768.0,-666666666.0,15121.0,23407,2.353847263436174e-06
77.0,24570.0,22636.0,23408,2.3599770740180389e-07
194.0,-666666666.0,29000.0,23409,5.945916264409085e-07
1727.0,54018.0,26755.0,23410,5.293091437440459e-06
1029.0,41838.0,26136.0,23413,3.1537875443695612e-06
175.0,75667.0,35285.0,23414,5.363584259131907e-07
1489.0,28828.0,16951.0,23415,4.56364397819852e-06
253.0,-666666666.0,19283.0,23416,7.754210386059271e-07
3075.0,50170.0,33296.0,23417,9.424583769617493e-06
1100.0,54313.0,23179.0,23418,3.37139582002577e-06
3856.0,41310.0,15519.0,23420,1.181827480183579e-05
3884.0,36490.0,21374.0,23421,1.1904092149981901e-05
153.0,32411.0,25556.0,23422,4.6893050951267527e-07
303.0,58906.0,29933.0,23423,9.28666303152553e-07
80.0,-666666666.0,18856.0,23426,2.4519242327460145e-07
216.0,43333.0,26419.0,23427,6.620195428414239e-07
17348.0,74930.0,38371.0,23430,5.316997698709733e-05
1473.0,78958.0,36748.0,23432,4.514605493543599e-06
1129.0,82383.0,55003.0,23433,3.460278073462813e-06
49556.0,60589.0,27773.0,23434,0.00015188444659745186
30018.0,87545.0,40090.0,23435,9.200232702321233e-05
1038.0,103594.0,53633.0,23436,3.181371691987954e-06
4175.0,65962.0,31416.0,23437,1.2795979589643263e-05
1771.0,65395.0,28268.0,23438,5.42794727024149e-06
524.0,40417.0,24600.0,23440,1.6060103724486396e-06
122.0,-666666666.0,12070.0,23441,3.739184454937672e-07
915.0,40797.0,20053.0,23442,2.804388341203254e-06
42776.0,71119.0,48876.0,23451,0.00013110438872492939
59324.0,69203.0,34484.0,23452,0.0001818224414792807
36138.0,67133.0,27395.0,23453,0.00011075954740371935
59699.0,76080.0,39178.0,23454,0.0001829717809633804
49703.0,74100.0,40076.0,23455,0.00015233498767521894
54216.0,104280.0,40365.0,23456,0.00016616690525319742
4263.0,82471.0,40524.0,23457,1.3065691255245325e-05
1330.0,59000.0,17406.0,23459,4.0763240369402496e-06
2029.0,-666666666.0,21650.0,23460,6.21869283530208e-06
430.0,-666666666.0,26310.0,23461,1.3179092751009828e-06
63659.0,64491.0,29631.0,23462,0.00019510880591547318
76495.0,78175.0,33209.0,23464,0.00023444993022988297
314.0,32039.0,24451.0,23480,9.623802613528108e-07
39.0,-666666666.0,,23486,1.195313063463682e-07
5904.0,61683.0,30241.0,23487,1.809520083766559e-05
321.0,44019.0,20830.0,23488,9.838345983893384e-07
21640.0,54322.0,30282.0,23502,6.63245504957797e-05
32080.0,52907.0,29599.0,23503,9.832216173311518e-05
23058.0,30122.0,17318.0,23504,7.0670586198322e-05
29524.0,46602.0,30404.0,23505,9.048826380949167e-05
6715.0,71884.0,54420.0,23507,2.058083902861186e-05
22433.0,55661.0,24779.0,23508,6.875502039148919e-05
13671.0,49711.0,29382.0,23509,4.190032023233846e-05
8433.0,56972.0,38047.0,23510,2.5846346318433925e-05
13883.0,46883.0,28391.0,23511,4.2550080154016146e-05
31056.0,46324.0,25644.0,23513,9.518369871520028e-05
4421.0,51583.0,41930.0,23517,1.3549946291212663e-05
29723.0,54614.0,32022.0,23518,9.109817996238724e-05
8075.0,27010.0,13399.0,23523,2.4749110224280085e-05
880.0,-666666666.0,22386.0,23551,2.6971166560206158e-06
25578.0,56803.0,29857.0,23601,7.839414753147195e-05
39391.0,62640.0,31673.0,23602,0.00012072968431512283
3966.0,48018.0,22377.0,23603,1.2155414383838368e-05
6831.0,52872.0,19251.0,23604,2.093636804236003e-05
13892.0,42810.0,23774.0,23605,4.2577664301634543e-05
28594.0,56390.0,31754.0,23606,8.763790188892442e-05
23030.0,32069.0,18380.0,23607,7.05847688501759e-05
42234.0,53260.0,25139.0,23608,0.00012944321005724398
476.0,87500.0,45575.0,23651,1.4588949184838787e-06
12830.0,46123.0,26864.0,23661,3.932273488266421e-05
11990.0,97146.0,40355.0,23662,3.6748214438280895e-05
13832.0,48353.0,23144.0,23663,4.239376998417859e-05
9775.0,67857.0,34500.0,23664,2.9959449218865366e-05
6195.0,63235.0,20452.0,23665,1.898708827732695e-05
51930.0,55962.0,29266.0,23666,0.00015916053175812567
41669.0,53574.0,27990.0,23669,0.00012771153856786709
3806.0,49509.0,29085.0,23690,1.1665029537289164e-05
142.0,-666666666.0,14775.0,23691,4.3521655131241755e-07
18201.0,86289.0,40450.0,23692,5.5784341200262766e-05
24882.0,103333.0,43652.0,23693,7.626097344898291e-05
3827.0,92333.0,43413.0,23696,1.1729392548398747e-05
23975.0,51687.0,24440.0,23701,7.348110435010712e-05
11057.0,39896.0,19270.0,23702,3.3888657801840855e-05
25941.0,66614.0,31919.0,23703,7.950670815208045e-05
17920.0,35538.0,21636.0,23704,5.4923102813510725e-05
15253.0,45049.0,23388.0,23707,4.67490004025937e-05
476.0,-666666666.0,22830.0,23708,1.4588949184838787e-06
689.0,-666666666.0,25325.0,23709,2.111719745452505e-06
5409.0,62864.0,19986.0,23801,1.657807271865399e-05
38654.0,40956.0,22814.0,23803,0.00011847084911570556
19410.0,51748.0,28717.0,23805,5.9489811697000174e-05
1707.0,-666666666.0,4120.0,23806,5.231793331621809e-06
1914.0,48176.0,23335.0,23821,5.86622872684484e-06
6572.0,40944.0,27933.0,23824,2.014255757200851e-05
1669.0,50769.0,26312.0,23827,5.115326930566373e-06
287.0,66607.0,29483.0,23828,8.796278184976327e-07
2529.0,81250.0,17934.0,23829,7.751145480768338e-06
1331.0,88167.0,32084.0,23830,4.079388942231182e-06
36765.0,75520.0,32977.0,23831,0.00011268124302113403
36849.0,87141.0,32314.0,23832,0.00011293869506557237
2301.0,46167.0,24731.0,23833,7.0523470744357244e-06
24824.0,57253.0,28255.0,23834,7.608320894210884e-05
13601.0,83407.0,36279.0,23836,4.168577686197318e-05
4608.0,50556.0,26154.0,23837,1.4123083580617044e-05
16399.0,114284.0,46799.0,23838,5.0261381866002366e-05
818.0,61711.0,26356.0,23839,2.5070925279828e-06
2889.0,63113.0,24163.0,23840,8.854511385504045e-06
3281.0,69891.0,42470.0,23841,1.0055954259549592e-05
6784.0,80764.0,33632.0,23842,2.07923174936862e-05
552.0,36053.0,28176.0,23843,1.69182772059475e-06
519.0,33106.0,23101.0,23844,1.590685845993977e-06
457.0,41371.0,26139.0,23845,1.4006617179561608e-06
1127.0,62857.0,25525.0,23846,3.4541482628809478e-06
15334.0,33591.0,16745.0,23847,4.6997257731159234e-05
1268.0,70852.0,25394.0,23850,3.886299908902433e-06
13262.0,46049.0,25891.0,23851,4.064677396834706e-05
910.0,46910.0,24769.0,23856,2.7890638147485916e-06
658.0,59122.0,29420.0,23857,2.016707681433597e-06
30658.0,42935.0,22845.0,23860,9.396386640940914e-05
2100.0,56071.0,26194.0,23866,6.436301110958288e-06
2018.0,46386.0,25967.0,23867,6.184978877101821e-06
7231.0,29109.0,14504.0,23868,2.2162330158733037e-05
2757.0,58382.0,28933.0,23872,8.449943887100953e-06
831.0,49750.0,32612.0,23874,2.5469362967649225e-06
12121.0,61270.0,28508.0,23875,3.7149717031393055e-05
277.0,80714.0,32338.0,23876,8.489787655883076e-07
1016.0,63052.0,27130.0,23878,3.1139437755874386e-06
674.0,42361.0,24394.0,23879,2.0657461660885174e-06
2031.0,52595.0,28670.0,23881,6.224822645883944e-06
1651.0,47589.0,22845.0,23882,5.0601586353295875e-06
2009.0,54609.0,33006.0,23883,6.157394729483429e-06
33.0,-666666666.0,34376.0,23884,1.011418746007731e-07
2773.0,64099.0,28063.0,23885,8.498982371755873e-06
387.0,54476.0,32141.0,23887,1.1861183475908846e-06
2120.0,37596.0,23581.0,23888,6.497599216776938e-06
605.0,49393.0,28778.0,23889,1.8542677010141734e-06
3708.0,46265.0,24694.0,23890,1.1364668818777777e-05
3408.0,-666666666.0,5533.0,23891,1.0445197231498023e-05
222.0,60699.0,33350.0,23893,6.804089745870191e-07
481.0,84063.0,27200.0,23894,1.4742194449385413e-06
403.0,30917.0,24618.0,23897,1.2351568322458049e-06
2104.0,69292.0,31941.0,23898,6.448560732122018e-06
323.0,37500.0,22575.0,23899,9.899644089712034e-07
17722.0,46121.0,22703.0,23901,5.4316251565906086e-05
448.0,-666666666.0,3544.0,23909,1.3730775703377681e-06
1253.0,51359.0,14456.0,23915,3.840326329538445e-06
2917.0,44056.0,26078.0,23917,8.940328733650155e-06
2420.0,52179.0,27730.0,23919,7.417070804056694e-06
3096.0,46827.0,25514.0,23920,9.488946780727077e-06
1627.0,39297.0,21340.0,23921,4.9866009083472074e-06
4326.0,50154.0,12826.0,23922,1.3258780288574074e-05
2499.0,41250.0,23855.0,23923,7.659198322040364e-06
5962.0,36220.0,22351.0,23924,1.8272965344539674e-05
3951.0,48860.0,34027.0,23927,1.2109440804474379e-05
5148.0,41176.0,25362.0,23930,1.5778132437720604e-05
370.0,-666666666.0,19475.0,23934,1.1340149576450317e-06
8440.0,47518.0,17333.0,23936,2.5867800655470453e-05
2154.0,27458.0,14403.0,23937,6.601805996668644e-06
360.0,52115.0,30907.0,23938,1.1033659047357064e-06
1353.0,31025.0,21860.0,23942,4.1468168586316975e-06
84.0,-666666666.0,46486.0,23943,2.574520444383315e-07
3585.0,39548.0,21185.0,23944,1.0987685467993078e-05
4127.0,44158.0,19434.0,23947,1.2648864135678503e-05
3733.0,37784.0,20313.0,23950,1.1441291451051091e-05
215.0,26887.0,24459.0,23952,6.589546375504914e-07
2012.0,43625.0,16743.0,23954,6.166589445356227e-06
3693.0,53421.0,22528.0,23958,1.131869523941379e-05
1364.0,40167.0,21120.0,23959,4.180530816831955e-06
1287.0,44250.0,23854.0,23960,3.944533109430151e-06
472.0,20365.0,27401.0,23962,1.4466352973201485e-06
121.0,71026.0,59158.0,23963,3.708535402028347e-07
1051.0,39659.0,23990.0,23964,3.2212154607700765e-06
2432.0,52955.0,27292.0,23966,7.453849667547884e-06
1026.0,49000.0,23860.0,23967,3.144592828496764e-06
577.0,35455.0,26270.0,23968,1.768450352868063e-06
8205.0,38766.0,21117.0,23970,2.514754791210131e-05
5418.0,41377.0,16113.0,23974,1.6605656866272385e-05
53.0,-666666666.0,21896.0,23976,1.6243998041942345e-07
443.0,61042.0,64944.0,24011,1.3577530438831055e-06
30335.0,45000.0,23341.0,24012,9.297390200043794e-05
8473.0,34925.0,16614.0,24013,2.5968942530071226e-05
17401.0,56792.0,37096.0,24014,5.333241696751675e-05
15209.0,52970.0,31850.0,24015,4.6614144569792665e-05
8378.0,27411.0,22546.0,24016,2.5677776527432638e-05
24132.0,35000.0,20641.0,24017,7.396229448078353e-05
37584.0,67797.0,41192.0,24018,0.00011519140045440777
26897.0,69639.0,33913.0,24019,8.243675761021195e-05
613.0,-666666666.0,8603.0,24020,1.8787869433416337e-06
2699.0,29511.0,21489.0,24053,8.272179380226867e-06
6740.0,35181.0,19863.0,24054,2.0657461660885172e-05
13420.0,33788.0,18912.0,24055,4.1131029004314395e-05
135.0,21500.0,15124.0,24058,4.1376221427588996e-07
872.0,72563.0,30996.0,24059,2.6725974136931557e-06
55747.0,46430.0,26035.0,24060,0.00017085927525361508
4970.0,73702.0,34276.0,24064,1.5232579295934616e-05
6536.0,67671.0,33947.0,24065,2.0032220981534938e-05
5074.0,55375.0,28468.0,24066,1.5551329446191597e-05
2398.0,54833.0,24838.0,24067,7.349642887656179e-06
2087.0,36013.0,21338.0,24069,6.396457342176165e-06
1917.0,66901.0,25313.0,24070,5.8754234427176375e-06
1067.0,75434.0,32425.0,24072,3.270253945424997e-06
30478.0,58913.0,34121.0,24073,9.341218345704129e-05
1330.0,43906.0,17957.0,24076,4.0763240369402496e-06
757.0,40000.0,23047.0,24077,2.320133305235916e-06
6858.0,36306.0,20312.0,24078,2.101912048521521e-05
1800.0,42369.0,27954.0,24079,5.516829523678533e-06
659.0,62500.0,24021.0,24082,2.0197725867245295e-06
3334.0,71853.0,39117.0,24083,1.0218394239969015e-05
10803.0,51553.0,27012.0,24084,3.311017185794399e-05
2088.0,40109.0,23143.0,24085,6.399522247467098e-06
148.0,28507.0,26378.0,24086,4.536059830580127e-07
4323.0,51687.0,30318.0,24087,1.3249585572701276e-05
5025.0,45439.0,18534.0,24088,1.5401149086935902e-05
2575.0,38883.0,34393.0,24089,7.892131124151234e-06
4934.0,73728.0,34869.0,24090,1.5122242705461045e-05
7564.0,48546.0,27499.0,24091,2.318294362061357e-05
2450.0,43511.0,29133.0,24092,7.5090179627846695e-06
137.0,60333.0,26695.0,24093,4.19892024857755e-07
4600.0,60058.0,35601.0,24095,1.4098564338289583e-05
6428.0,66000.0,30639.0,24101,1.9701211210114228e-05
1633.0,34914.0,19017.0,24102,5.004990340092802e-06
3298.0,68171.0,41696.0,24104,1.0108057649495445e-05
297.0,51765.0,26133.0,24105,9.102768714069579e-07
29522.0,35997.0,22851.0,24112,9.04821339989098e-05
1367.0,39000.0,21192.0,24120,4.189725532704752e-06
11070.0,60787.0,32306.0,24121,3.392850157062298e-05
1629.0,53201.0,32444.0,24122,4.992730718929072e-06
5007.0,49312.0,20815.0,24124,1.5345980791699118e-05
3600.0,46926.0,29818.0,24127,1.1033659047357065e-05
1987.0,61838.0,34877.0,24128,6.0899668130829134e-06
19.0,-666666666.0,,24130,5.8233200527717845e-08
46.0,-666666666.0,70028.0,24131,1.4098564338289584e-07
445.0,-666666666.0,11452.0,24132,1.3638828544649705e-06
2401.0,44364.0,23227.0,24133,7.358837603528976e-06
4993.0,55461.0,27843.0,24134,1.5303072117626062e-05
3159.0,53565.0,27999.0,24136,9.682035814055824e-06
2674.0,55652.0,50843.0,24137,8.195556747953553e-06
2005.0,77091.0,27440.0,24138,6.145135108319699e-06
423.0,-666666666.0,31036.0,24139,1.2964549380644552e-06
22475.0,48411.0,26371.0,24141,6.888374641370835e-05
2870.0,-666666666.0,4400.0,24142,8.796278184976328e-06
1264.0,52533.0,28725.0,24147,3.874040287738703e-06
7916.0,42016.0,21600.0,24148,2.4261790283021814e-05
3530.0,59621.0,29325.0,24149,1.0819115676991788e-05
769.0,52143.0,29314.0,24150,2.3569121687271066e-06
20327.0,42615.0,24693.0,24151,6.23003298487853e-05
38125.0,61511.0,31631.0,24153,0.00011684951421680226
484.0,46346.0,23555.0,24161,1.4834141608113387e-06
2086.0,56250.0,24527.0,24162,6.393392436885233e-06
1350.0,39038.0,21105.0,24165,4.137622142758899e-06
285.0,53083.0,24771.0,24167,8.734980079157677e-07
361.0,30200.0,12606.0,24168,1.106430810026639e-06
8524.0,40833.0,23939.0,24171,2.6125252699908783e-05
2762.0,44602.0,21983.0,24174,8.465268413555614e-06
7901.0,71940.0,35778.0,24175,2.4215816703657825e-05
1387.0,81597.0,50020.0,24176,4.251023638523403e-06
18416.0,53108.0,27954.0,24179,5.644329583781325e-05
4180.0,55265.0,31014.0,24184,1.2811304116097925e-05
563.0,60484.0,28681.0,24185,1.7255416787950078e-06
16141.0,37882.0,22936.0,24201,4.947063630094177e-05
11319.0,44356.0,25449.0,24202,3.4691662988065174e-05
16779.0,42162.0,25744.0,24210,5.142604587655672e-05
9344.0,61193.0,36886.0,24211,2.8638475038473448e-05
2668.0,27830.0,19632.0,24216,8.177167316207958e-06
284.0,18796.0,13158.0,24217,8.704331026248351e-07
11630.0,44703.0,23809.0,24219,3.5644848533545185e-05
897.0,40074.0,17910.0,24220,2.749220045966469e-06
519.0,27250.0,14121.0,24221,1.590685845993977e-06
5973.0,34393.0,18296.0,24224,1.830667930273993e-05
1995.0,26875.0,14345.0,24225,6.1144860554103735e-06
1165.0,30284.0,48701.0,24226,3.5706146639363836e-06
6294.0,29803.0,21951.0,24228,1.929051390112927e-05
8815.0,36385.0,19519.0,24230,2.7017140139570147e-05
3152.0,34615.0,20610.0,24236,9.660581477019298e-06
922.0,28173.0,15530.0,24237,2.8258426782397816e-06
206.0,-666666666.0,8912.0,24239,6.313704899320988e-07
1984.0,47333.0,26573.0,24243,6.080772097210116e-06
5886.0,36711.0,18487.0,24244,1.80400325424288e-05
818.0,30764.0,17352.0,24245,2.5070925279828e-06
366.0,23972.0,22386.0,24246,1.1217553364813017e-06
2304.0,32923.0,22360.0,24248,7.061541790308522e-06
1426.0,39590.0,18544.0,24250,4.370554944869771e-06
8407.0,41744.0,22091.0,24251,2.576665878086968e-05
3556.0,25647.0,20221.0,24256,1.0898803214556035e-05
1651.0,41490.0,26353.0,24258,5.0601586353295875e-06
5385.0,30786.0,17618.0,24260,1.650451499167161e-05
6137.0,38353.0,18467.0,24263,1.8809323770452864e-05
680.0,18750.0,16858.0,24265,2.0841355978341122e-06
9179.0,44412.0,25355.0,24266,2.8132765665469585e-05
413.0,-666666666.0,15590.0,24269,1.26580588515513e-06
603.0,39625.0,21339.0,24270,1.8481378904323084e-06
