Active,Confirmed,Date,Deaths,Fatality Rate,Recovered,State,State Abbr,Lat,Lon
18776,19378,2020-06-15,602,0.0311,0,South Carolina,SC,33.8569,-80.9450
5853,5928,2020-06-15,75,0.0127,0,South Dakota,SD,44.2998,-99.4388
30522,31004,2020-06-15,482,0.0155,0,Tennessee,TN,35.7478,-86.6923
88210,90211,2020-06-15,2001,0.0222,0,Texas,TX,31.0545,-97.5635
14465,14608,2020-06-15,143,0.0098,0,Utah,UT,40.1500,-111.8624
1073,1128,2020-06-15,55,0.0488,0,Vermont,VT,44.0459,-72.7107
53334,54886,2020-06-15,1552,0.0283,0,Virginia,VA,37.7693,-78.1700
24938,26158,2020-06-15,1220,0.0466,0,Washington,WA,47.4009,-121.4905
2234,2322,2020-06-15,88,0.0379,0,West Virginia,WV,38.4912,-80.9545
22238,22932,2020-06-15,694,0.0303,0,Wisconsin,WI,44.2685,-89.6165
1061,1079,2020-06-15,18,0.0167,0,Wyoming,WY,42.7560,-107.3025
37990,38962,2020-07-01,972,0.0249,0,Alabama,AL,32.3182,-86.9023
961,975,2020-07-01,14,0.0144,0,Alaska,AK,61.3707,-152.4044
82380,84105,2020-07-01,1725,0.0205,0,Arizona,AZ,33.7298,-111.4312
20920,21197,2020-07-01,277,0.0131,0,Arkansas,AR,34.9697,-92.3731
232512,238681,2020-07-01,6169,0.0258,0,California,CA,36.1162,-119.6816
31315,33012,2020-07-01,1697,0.0514,0,Colorado,CO,39.0598,-105.3111
42248,46572,2020-07-01,4324,0.0928,0,Connecticut,CT,41.5978,-72.7554
11001,11510,2020-07-01,509,0.0442,0,Delaware,DE,39.3185,-75.5071
155447,158997,2020-07-01,3550,0.0223,0,Florida,FL,27.7663,-81.6868
81415,84242,2020-07-01,2827,0.0336,0,Georgia,GA,33.0406,-83.6431
908,926,2020-07-01,18,0.0194,0,Hawaii,HI,21.0943,-157.4983
6278,6370,2020-07-01,92,0.0144,0,Idaho,ID,44.2405,-114.4788
137062,144013,2020-07-01,6951,0.0483,0,Illinois,IL,40.3495,-88.9861
43302,45952,2020-07-01,2650,0.0577,0,Indiana,IN,39.8494,-86.2583
28797,29514,2020-07-01,717,0.0243,0,Iowa,IA,42.0115,-93.2105
14553,14830,2020-07-01,277,0.0187,0,Kansas,KS,38.5266,-96.7265
15270,15842,2020-07-01,572,0.0361,0,Kentucky,KY,37.6681,-84.6701
56940,60178,2020-07-01,3238,0.0538,0,Louisiana,LA,31.1695,-91.8678
3189,3294,2020-07-01,105,0.0319,0,Maine,ME,44.6939,-69.3819
64713,67918,2020-07-01,3205,0.0472,0,Maryland,MD,39.0639,-76.8021
100829,108882,2020-07-01,8053,0.074,0,Massachusetts,MA,42.2302,-71.5301
64891,71089,2020-07-01,6198,0.0872,0,Michigan,MI,43.3266,-84.5361
35234,36716,2020-07-01,1482,0.0404,0,Minnesota,MN,45.6945,-93.9002
26818,27900,2020-07-01,1082,0.0388,0,Mississippi,MS,32.7416,-89.6787
20017,21035,2020-07-01,1018,0.0484,0,Missouri,MO,38.4561,-92.2884
994,1016,2020-07-01,22,0.0217,0,Montana,MT,46.9219,-110.4544
19034,19310,2020-07-01,276,0.0143,0,Nebraska,NE,41.1254,-98.2681
18590,19101,2020-07-01,511,0.0268,0,Nevada,NV,38.3135,-117.0554
5429,5802,2020-07-01,373,0.0643,0,New Hampshire,NH,43.4525,-71.5639
156850,171928,2020-07-01,15078,0.0877,0,New Jersey,NJ,40.2989,-74.5210
11776,12276,2020-07-01,500,0.0407,0,New Mexico,NM,34.8405,-106.2485
362036,394079,2020-07-01,32043,0.0813,0,New York,NY,42.1657,-74.9481
65353,66751,2020-07-01,1398,0.0209,0,North Carolina,NC,35.6301,-79.8064
3535,3615,2020-07-01,80,0.0221,0,North Dakota,ND,47.5289,-99.7840
49989,52865,2020-07-01,2876,0.0544,0,Ohio,OH,40.3888,-82.7649
13730,14119,2020-07-01,389,0.0276,0,Oklahoma,OK,35.5653,-96.9289
8723,8931,2020-07-01,208,0.0233,0,Oregon,OR,44.5720,-122.0709
85091,91775,2020-07-01,6684,0.0728,0,Pennsylvania,PA,40.5908,-77.2098
15897,16853,2020-07-01,956,0.0567,0,Rhode Island,RI,41.6809,-71.5118
37153,37919,2020-07-01,766,0.0202,0,South Carolina,SC,33.8569,-80.9450
6733,6826,2020-07-01,93,0.0136,0,South Dakota,SD,44.2998,-99.4388
44706,45315,2020-07-01,609,0.0134,0,Tennessee,TN,35.7478,-86.6923
169865,172368,2020-07-01,2503,0.0145,0,Texas,TX,31.0545,-97.5635
22543,22716,2020-07-01,173,0.0076,0,Utah,UT,40.1500,-111.8624
1154,1210,2020-07-01,56,0.0463,0,Vermont,VT,44.0459,-72.7107
61417,63203,2020-07-01,1786,0.0283,0,Virginia,VA,37.7693,-78.1700
32096,33435,2020-07-01,1339,0.04,0,Washington,WA,47.4009,-121.4905
2886,2979,2020-07-01,93,0.0312,0,West Virginia,WV,38.4912,-80.9545
28413,29199,2020-07-01,786,0.0269,0,Wisconsin,WI,44.2685,-89.6165
1494,1514,2020-07-01,20,0.0132,0,Wyoming,WY,42.7560,-107.3025
57856,59067,2020-07-15,1211,0.0205,0,Alabama,AL,32.3182,-86.9023
1614,1631,2020-07-15,17,0.0104,0,Alaska,AK,61.3707,-152.4044
128920,131354,2020-07-15,2434,0.0185,0,Arizona,AZ,33.7298,-111.4312
29962,30297,2020-07-15,335,0.0111,0,Arkansas,AR,34.9697,-92.3731
347510,354885,2020-07-15,7375,0.0208,0,California,CA,36.1162,-119.6816
36393,38137,2020-07-15,1744,0.0457,0,Colorado,CO,39.0598,-105.3111
43256,47636,2020-07-15,4380,0.0919,0,Connecticut,CT,41.5978,-72.7554
12529,13050,2020-07-15,521,0.0399,0,Delaware,DE,39.3185,-75.5071
297289,301810,2020-07-15,4521,0.015,0,Florida,FL,27.7663,-81.6868
124747,127838,2020-07-15,3091,0.0242,0,Georgia,GA,33.0406,-83.6431
1270,1292,2020-07-15,22,0.017,0,Hawaii,HI,21.0943,-157.4983
12339,12449,2020-07-15,110,0.0088,0,Idaho,ID,44.2405,-114.4788
150398,157825,2020-07-15,7427,0.0471,0,Illinois,IL,40.3495,-88.9861
50585,53370,2020-07-15,2785,0.0522,0,Indiana,IN,39.8494,-86.2583
35759,36536,2020-07-15,777,0.0213,0,Iowa,IA,42.0115,-93.2105
20045,20349,2020-07-15,304,0.0149,0,Kansas,KS,38.5266,-96.7265
20032,20677,2020-07-15,645,0.0312,0,Kentucky,KY,37.6681,-84.6701
80670,84131,2020-07-15,3461,0.0411,0,Louisiana,LA,31.1695,-91.8678
3464,3578,2020-07-15,114,0.0319,0,Maine,ME,44.6939,-69.3819
71675,75016,2020-07-15,3341,0.0445,0,Maryland,MD,39.0639,-76.8021
103979,112347,2020-07-15,8368,0.0745,0,Massachusetts,MA,42.2302,-71.5301
72583,78913,2020-07-15,6330,0.0802,0,Michigan,MI,43.3266,-84.5361
42184,43742,2020-07-15,1558,0.0356,0,Minnesota,MN,45.6945,-93.9002
37277,38567,2020-07-15,1290,0.0334,0,Mississippi,MS,32.7416,-89.6787
28938,30057,2020-07-15,1119,0.0372,0,Missouri,MO,38.4561,-92.2884
2062,2096,2020-07-15,34,0.0162,0,Montana,MT,46.9219,-110.4544
21688,21979,2020-07-15,291,0.0132,0,Nebraska,NE,41.1254,-98.2681
29850,30468,2020-07-15,618,0.0203,0,Nevada,NV,38.3135,-117.0554
5719,6113,2020-07-15,394,0.0645,0,New Hampshire,NH,43.4525,-71.5639
160644,176278,2020-07-15,15634,0.0887,0,New Jersey,NJ,40.2989,-74.5210
15284,15841,2020-07-15,557,0.0352,0,New Mexico,NM,34.8405,-106.2485
371579,404006,2020-07-15,32427,0.0803,0,New York,NY,42.1657,-74.9481
90248,91837,2020-07-15,1589,0.0173,0,North Carolina,NC,35.6301,-79.8064
4477,4565,2020-07-15,88,0.0193,0,North Dakota,ND,47.5289,-99.7840
66236,69311,2020-07-15,3075,0.0444,0,Ohio,OH,40.3888,-82.7649
22382,22814,2020-07-15,432,0.0189,0,Oklahoma,OK,35.5653,-96.9289
12834,13081,2020-07-15,247,0.0189,0,Oregon,OR,44.5720,-122.0709
95312,102269,2020-07-15,6957,0.068,0,Pennsylvania,PA,40.5908,-77.2098
16653,17640,2020-07-15,987,0.056,0,Rhode Island,RI,41.6809,-71.5118
61247,62245,2020-07-15,998,0.016,0,South Carolina,SC,33.8569,-80.9450
7541,7652,2020-07-15,111,0.0145,0,South Dakota,SD,44.2998,-99.4388
68278,69061,2020-07-15,783,0.0113,0,Tennessee,TN,35.7478,-86.6923
286339,289837,2020-07-15,3498,0.0121,0,Texas,TX,31.0545,-97.5635
30658,30891,2020-07-15,233,0.0075,0,Utah,UT,40.1500,-111.8624
1262,1318,2020-07-15,56,0.0425,0,Vermont,VT,44.0459,-72.7107
71535,73527,2020-07-15,1992,0.0271,0,Virginia,VA,37.7693,-78.1700
41625,43046,2020-07-15,1421,0.033,0,Washington,WA,47.4009,-121.4905
4459,4557,2020-07-15,98,0.0215,0,West Virginia,WV,38.4912,-80.9545
37900,38727,2020-07-15,827,0.0214,0,Wisconsin,WI,44.2685,-89.6165
1963,1985,2020-07-15,22,0.0111,0,Wyoming,WY,42.7560,-107.3025
