Zip Code,State,County,Median Household Income,Land Area in Square Miles
79739,TX,Glasscock County,81250.0,529.37
79741,TX,Ector County,65000.0,209.72
79742,TX,Ward County,35833.0,58.47
79743,TX,Pecos County,66875.0,247.09
79744,TX,Pecos County,68594.0,535.58
79745,TX,Winkler County,48488.0,391.71
79748,TX,Howard County,70417.0,55.28
79749,TX,Martin County,64712.0,65.41
79752,TX,Upton County,40809.0,219.38
79754,TX,Loving County,68000.0,159.48
79755,TX,Upton County,75625.0,313.96
79756,TX,Ward County,44432.0,173.27
79758,TX,Ector County,57460.0,52.83
79759,TX,Ector County,,195.15
79761,TX,Ector County,44174.0,10.19
79762,TX,Ector County,56235.0,31.67
79763,TX,Ector County,47230.0,54.3
79764,TX,Ector County,50556.0,58.25
79765,TX,Ector County,86367.0,20.64
79766,TX,Ector County,55102.0,237.94
79770,TX,Reeves County,,95.19
79772,TX,Reeves County,41354.0,1156.34
79777,TX,Ward County,63958.0,101.73
79778,TX,Upton County,61806.0,104.38
79780,TX,Reeves County,26029.0,118.15
79781,TX,Pecos County,50000.0,669.91
79782,TX,Martin County,39495.0,461.34
79783,TX,Martin County,112917.0,167.95
79785,TX,Reeves County,14583.0,158.38
79788,TX,Ward County,28750.0,4.63
79789,TX,Winkler County,55536.0,39.8
79821,TX,El Paso County,30810.0,11.4
79830,TX,Brewster County,42062.0,2009.76
79831,TX,Brewster County,,348.19
79834,TX,Brewster County,56397.0,818.69
79835,TX,El Paso County,29799.0,11.83
79836,TX,El Paso County,36394.0,19.19
79837,TX,Hudspeth County,26250.0,1650.53
79838,TX,El Paso County,26477.0,29.41
79839,TX,Hudspeth County,19583.0,483.54
79842,TX,Brewster County,40500.0,620.31
79843,TX,Presidio County,45245.0,1473.62
79845,TX,Presidio County,21512.0,468.47
79846,TX,Presidio County,18594.0,439.7
79847,TX,Hudspeth County,37734.0,832.81
79848,TX,Terrell County,38958.0,807.46
79849,TX,El Paso County,25426.0,14.02
79851,TX,Hudspeth County,25000.0,673.32
79852,TX,Brewster County,26613.0,531.93
79853,TX,El Paso County,27870.0,31.15
79854,TX,Jeff Davis County,75417.0,708.65
79855,TX,Culberson County,36779.0,1821.88
79901,TX,El Paso County,13524.0,2.2
79902,TX,El Paso County,30315.0,6.56
79903,TX,El Paso County,27420.0,3.04
79904,TX,El Paso County,32668.0,8.8
79905,TX,El Paso County,19455.0,6.48
79906,TX,El Paso County,46180.0,4.21
79907,TX,El Paso County,27166.0,13.61
79908,TX,El Paso County,70640.0,19.5
79911,TX,El Paso County,120815.0,6.24
79912,TX,El Paso County,59174.0,23.55
79915,TX,El Paso County,27134.0,8.91
79916,TX,El Paso County,2499.0,1.62
79920,TX,El Paso County,,0.0
79922,TX,El Paso County,80893.0,6.53
79924,TX,El Paso County,41009.0,12.24
79925,TX,El Paso County,44217.0,16.92
79927,TX,El Paso County,31962.0,28.31
79928,TX,El Paso County,48251.0,104.1
79930,TX,El Paso County,29942.0,10.97
79932,TX,El Paso County,50952.0,14.28
79934,TX,El Paso County,61951.0,59.17
79935,TX,El Paso County,37866.0,3.49
79936,TX,El Paso County,52024.0,26.74
79938,TX,El Paso County,52119.0,364.35
79942,TX,Crockett County,,35.89
80002,CO,Jefferson County,50425.0,6.15
80003,CO,Jefferson County,54688.0,6.81
80004,CO,Jefferson County,67830.0,7.37
80005,CO,Jefferson County,84501.0,11.37
80007,CO,Jefferson County,120202.0,25.66
80010,CO,Arapahoe County,32527.0,5.51
80011,CO,Arapahoe County,40748.0,24.65
80012,CO,Arapahoe County,40989.0,7.76
80013,CO,Arapahoe County,67857.0,13.99
80014,CO,Arapahoe County,46073.0,7.06
80015,CO,Arapahoe County,80599.0,14.3
80016,CO,Arapahoe County,101280.0,47.0
80017,CO,Arapahoe County,49519.0,5.86
80018,CO,Arapahoe County,95843.0,26.54
80019,CO,Adams County,63519.0,24.57
80020,CO,Broomfield County,77600.0,19.76
80021,CO,Jefferson County,71221.0,16.49
80022,CO,Adams County,56449.0,46.05
80023,CO,Broomfield County,110553.0,17.63
80024,CO,Adams County,41531.0,0.04
80025,CO,Boulder County,121875.0,11.69
80026,CO,Boulder County,71117.0,22.29
80027,CO,Boulder County,95635.0,19.43
80030,CO,Adams County,39494.0,2.64
80031,CO,Adams County,70536.0,8.43
80033,CO,Jefferson County,47841.0,8.28
80045,CO,Adams County,33500.0,0.67
80101,CO,Elbert County,46719.0,234.84
80102,CO,Adams County,62723.0,296.98
80103,CO,Arapahoe County,62083.0,281.08
80104,CO,Douglas County,81017.0,77.58
80105,CO,Arapahoe County,56250.0,498.67
80106,CO,El Paso County,97321.0,175.77
80107,CO,Elbert County,85141.0,155.88
80108,CO,Douglas County,120159.0,35.58
80109,CO,Douglas County,108781.0,26.37
80110,CO,Arapahoe County,41793.0,6.33
80111,CO,Arapahoe County,93241.0,10.77
80112,CO,Arapahoe County,81191.0,18.52
80113,CO,Arapahoe County,53185.0,7.56
80116,CO,Douglas County,99712.0,86.44
80117,CO,Elbert County,64813.0,243.65
80118,CO,Douglas County,107882.0,136.52
80120,CO,Arapahoe County,54878.0,8.3
80121,CO,Arapahoe County,86228.0,7.49
80122,CO,Arapahoe County,78722.0,7.06
80123,CO,Jefferson County,72508.0,11.88
80124,CO,Douglas County,98687.0,9.48
80125,CO,Douglas County,105806.0,42.13
80126,CO,Douglas County,112455.0,10.72
80127,CO,Jefferson County,97872.0,51.77
80128,CO,Jefferson County,79185.0,12.34
80129,CO,Douglas County,102495.0,7.46
80130,CO,Douglas County,105817.0,6.39
80131,CO,Douglas County,12366.0,0.75
80132,CO,El Paso County,107475.0,30.58
80133,CO,El Paso County,61165.0,30.8
80134,CO,Douglas County,100739.0,56.35
80135,CO,Douglas County,110694.0,329.27
80136,CO,Adams County,74816.0,202.29
80137,CO,Arapahoe County,83939.0,104.55
80138,CO,Douglas County,99316.0,63.22
80202,CO,Denver County,68707.0,1.12
80203,CO,Denver County,41999.0,1.07
80204,CO,Denver County,31611.0,5.56
80205,CO,Denver County,49472.0,4.58
80206,CO,Denver County,61355.0,2.46
80207,CO,Denver County,53806.0,4.57
80209,CO,Denver County,75972.0,3.48
80210,CO,Denver County,66788.0,6.06
80211,CO,Denver County,51563.0,4.5
80212,CO,Denver County,56403.0,3.57
80214,CO,Jefferson County,37211.0,4.6
80215,CO,Jefferson County,56525.0,5.56
80216,CO,Denver County,31711.0,10.5
80218,CO,Denver County,45597.0,1.6
80219,CO,Denver County,39659.0,7.51
80220,CO,Denver County,62989.0,5.24
80221,CO,Adams County,49621.0,9.06
80222,CO,Denver County,44300.0,3.97
80223,CO,Denver County,38945.0,5.23
80224,CO,Denver County,45107.0,3.15
80226,CO,Jefferson County,53081.0,8.06
80227,CO,Jefferson County,59100.0,7.4
80228,CO,Jefferson County,68323.0,11.02
80229,CO,Adams County,47403.0,13.16
80230,CO,Denver County,71506.0,2.49
80231,CO,Denver County,42017.0,4.72
80232,CO,Jefferson County,61227.0,4.13
80233,CO,Adams County,58820.0,9.1
80234,CO,Adams County,62468.0,7.09
80235,CO,Jefferson County,54178.0,3.64
80236,CO,Denver County,47018.0,3.21
80237,CO,Denver County,61050.0,3.58
80238,CO,Denver County,126338.0,4.85
80239,CO,Denver County,46380.0,9.98
80241,CO,Adams County,81423.0,6.6
80246,CO,Denver County,39463.0,1.73
80247,CO,Arapahoe County,36462.0,2.94
80249,CO,Denver County,68699.0,47.73
80260,CO,Adams County,41185.0,4.79
80264,CO,Denver County,,0.0
80290,CO,Denver County,,0.0
80293,CO,Denver County,,0.0
80294,CO,Denver County,,0.0
80301,CO,Boulder County,65428.0,29.0
80302,CO,Boulder County,45717.0,82.57
80303,CO,Boulder County,44544.0,22.05
80304,CO,Boulder County,77493.0,9.14
80305,CO,Boulder County,80476.0,7.23
80310,CO,Boulder County,14091.0,0.43
80401,CO,Jefferson County,69208.0,52.18
80403,CO,Jefferson County,94331.0,133.66
80419,CO,Jefferson County,,0.0
80420,CO,Park County,44375.0,39.61
80421,CO,Park County,66319.0,137.85
80422,CO,Gilpin County,64577.0,129.15
80423,CO,Eagle County,86750.0,158.64
80424,CO,Summit County,63895.0,125.92
80425,CO,Jefferson County,41571.0,45.61
80426,CO,Eagle County,108542.0,133.13
80427,CO,Gilpin County,39537.0,14.63
80428,CO,Routt County,73611.0,308.29
80432,CO,Park County,2499.0,109.13
80433,CO,Jefferson County,97083.0,81.92
80434,CO,Jackson County,53750.0,28.66
80435,CO,Summit County,54756.0,103.72
80436,CO,Clear Creek County,61897.0,12.24
80438,CO,Clear Creek County,36786.0,55.67
80439,CO,Jefferson County,90600.0,176.77
80440,CO,Park County,58226.0,265.2
80442,CO,Grand County,74667.0,70.42
80443,CO,Summit County,69762.0,104.03
80444,CO,Clear Creek County,58750.0,32.0
80446,CO,Grand County,63591.0,299.01
80447,CO,Grand County,46858.0,234.85
80448,CO,Park County,65875.0,224.21
80449,CO,Park County,41181.0,593.33
80451,CO,Grand County,62500.0,68.63
80452,CO,Clear Creek County,51020.0,129.84
80453,CO,Jefferson County,81705.0,0.4
80454,CO,Jefferson County,80750.0,4.29
80455,CO,Boulder County,66750.0,34.77
80456,CO,Park County,33021.0,231.34
80457,CO,Jefferson County,37672.0,1.55
80459,CO,Grand County,59208.0,580.25
80461,CO,Lake County,44073.0,289.23
80463,CO,Routt County,48438.0,120.95
80465,CO,Jefferson County,85482.0,45.13
80466,CO,Boulder County,67647.0,90.06
80467,CO,Routt County,61938.0,229.89
80468,CO,Grand County,54583.0,383.88
80469,CO,Routt County,36827.0,51.15
80470,CO,Jefferson County,77868.0,133.31
80471,CO,Boulder County,,0.78
80473,CO,Jackson County,89464.0,64.04
80475,CO,Park County,,10.84
80476,CO,Clear Creek County,45208.0,57.41
80477,CO,Routt County,66477.0,0.03
80478,CO,Grand County,86996.0,41.72
80479,CO,Routt County,,112.78
80480,CO,Jackson County,43005.0,1521.02
80481,CO,Boulder County,103750.0,71.57
80482,CO,Grand County,61000.0,129.78
80483,CO,Routt County,54545.0,86.97
80487,CO,Routt County,64975.0,731.08
80488,CO,Routt County,,0.01
80497,CO,Summit County,46676.0,13.22
80498,CO,Summit County,70469.0,261.46
80501,CO,Boulder County,45799.0,12.37
80503,CO,Boulder County,77631.0,91.07
80504,CO,Boulder County,80000.0,99.06
80510,CO,Boulder County,45588.0,66.13
80511,CO,Larimer County,,0.1
80512,CO,Larimer County,61599.0,490.88
80513,CO,Larimer County,79889.0,65.74
80514,CO,Weld County,46065.0,6.73
80515,CO,Larimer County,41473.0,60.61
80516,CO,Weld County,103713.0,39.92
80517,CO,Larimer County,58212.0,295.94
80520,CO,Weld County,51375.0,0.4
80521,CO,Larimer County,37942.0,14.19
80524,CO,Larimer County,56938.0,126.5
80525,CO,Larimer County,63754.0,24.24
80526,CO,Larimer County,57121.0,38.17
80528,CO,Larimer County,86618.0,19.03
80530,CO,Weld County,59721.0,1.9
80532,CO,Larimer County,,25.86
80534,CO,Weld County,72772.0,48.45
80535,CO,Larimer County,50538.0,44.28
80536,CO,Larimer County,70078.0,367.6
80537,CO,Larimer County,52171.0,105.98
80538,CO,Larimer County,61799.0,108.0
80540,CO,Boulder County,80997.0,158.26
80542,CO,Weld County,93790.0,8.96
80543,CO,Weld County,64139.0,31.53
80544,CO,Boulder County,,0.05
80545,CO,Larimer County,40583.0,282.88
80546,CO,Weld County,,0.08
80547,CO,Larimer County,113106.0,2.98
80549,CO,Larimer County,72481.0,204.19
80550,CO,Weld County,81563.0,54.48
80601,CO,Adams County,63449.0,26.8
80602,CO,Adams County,95350.0,30.08
80603,CO,Weld County,70232.0,80.35
80610,CO,Weld County,52554.0,169.48
80611,CO,Weld County,56875.0,384.61
80612,CO,Weld County,35789.0,162.64
80615,CO,Weld County,64094.0,105.27
80620,CO,Weld County,43817.0,6.6
80621,CO,Weld County,51767.0,127.39
80622,CO,Weld County,47656.0,13.18
80623,CO,Weld County,48750.0,0.67
80624,CO,Weld County,71000.0,31.36
80631,CO,Weld County,30235.0,102.85
80634,CO,Weld County,58959.0,37.28
80640,CO,Adams County,73605.0,13.21
80642,CO,Weld County,77232.0,95.01
80643,CO,Weld County,56827.0,209.15
80644,CO,Weld County,69611.0,159.42
80645,CO,Weld County,52675.0,134.53
80648,CO,Weld County,64375.0,153.83
80649,CO,Morgan County,47750.0,182.55
80650,CO,Weld County,54891.0,50.72
80651,CO,Weld County,60082.0,95.2
80652,CO,Weld County,68661.0,187.3
80653,CO,Morgan County,41094.0,124.97
80654,CO,Morgan County,51651.0,227.29
80701,CO,Morgan County,44729.0,607.63
80705,CO,Morgan County,27563.0,0.31
80720,CO,Washington County,45472.0,931.19
80721,CO,Phillips County,29453.0,86.38
80722,CO,Logan County,62813.0,34.52
80723,CO,Morgan County,38806.0,290.31
80726,CO,Logan County,54561.0,157.98
80727,CO,Yuma County,33750.0,205.28
80728,CO,Logan County,45511.0,362.64
80729,CO,Weld County,40313.0,721.89
80731,CO,Phillips County,48259.0,376.27
80733,CO,Morgan County,53750.0,31.6
80734,CO,Phillips County,38889.0,487.41
80735,CO,Yuma County,52500.0,292.88
80736,CO,Logan County,41607.0,113.78
80737,CO,Sedgwick County,41477.0,242.61
80740,CO,Washington County,24091.0,165.02
80741,CO,Logan County,46618.0,227.61
80742,CO,Weld County,37422.0,446.0
80743,CO,Washington County,43977.0,464.33
80744,CO,Sedgwick County,41667.0,129.82
80745,CO,Logan County,44063.0,219.9
80746,CO,Phillips County,51250.0,0.27
80747,CO,Logan County,56875.0,175.92
80749,CO,Sedgwick County,37292.0,166.38
80750,CO,Morgan County,58750.0,131.37
80751,CO,Logan County,38946.0,469.75
80754,CO,Weld County,77083.0,210.97
80755,CO,Yuma County,59583.0,110.66
80757,CO,Washington County,37500.0,378.93
80758,CO,Yuma County,46908.0,694.25
80759,CO,Yuma County,40949.0,645.36
80801,CO,Washington County,51250.0,155.08
80802,CO,Cheyenne County,46964.0,400.55
80804,CO,Lincoln County,26591.0,334.99
80805,CO,Kit Carson County,44464.0,167.67
80807,CO,Kit Carson County,45655.0,728.62
80808,CO,El Paso County,51983.0,354.36
80809,CO,El Paso County,63824.0,50.49
80810,CO,Cheyenne County,43750.0,533.48
80812,CO,Washington County,35714.0,137.92
80813,CO,Teller County,37604.0,110.18
80814,CO,Teller County,65714.0,98.73
80815,CO,Kit Carson County,48203.0,525.6
80816,CO,Teller County,53495.0,185.23
80817,CO,El Paso County,56926.0,63.23
80818,CO,Lincoln County,41250.0,289.12
80819,CO,El Paso County,47614.0,8.28
80820,CO,Park County,33015.0,295.55
80821,CO,Lincoln County,41000.0,847.78
80822,CO,Yuma County,53750.0,211.63
80823,CO,Lincoln County,47500.0,407.59
80824,CO,Yuma County,49792.0,107.91
80825,CO,Cheyenne County,65441.0,659.28
80827,CO,Park County,51952.0,241.66
80828,CO,Lincoln County,43846.0,540.83
80829,CO,El Paso County,50745.0,21.56
80830,CO,Elbert County,43906.0,223.3
80831,CO,El Paso County,81000.0,189.97
80832,CO,El Paso County,46691.0,239.19
80833,CO,El Paso County,40104.0,473.53
80834,CO,Kit Carson County,30833.0,287.2
80835,CO,Elbert County,55455.0,143.21
80836,CO,Kit Carson County,43750.0,379.58
80840,CO,El Paso County,76652.0,28.89
80860,CO,Teller County,34464.0,75.19
80861,CO,Kit Carson County,40500.0,250.9
80862,CO,Cheyenne County,100625.0,137.45
80863,CO,Teller County,64675.0,123.81
80864,CO,El Paso County,48000.0,248.72
80902,CO,El Paso County,42721.0,14.36
80903,CO,El Paso County,33091.0,4.84
80904,CO,El Paso County,44834.0,9.53
80905,CO,El Paso County,37715.0,4.96
80906,CO,El Paso County,60387.0,46.63
80907,CO,El Paso County,42263.0,9.89
80908,CO,El Paso County,101831.0,95.37
80909,CO,El Paso County,38976.0,8.38
80910,CO,El Paso County,34274.0,5.8
80911,CO,El Paso County,56267.0,12.05
80913,CO,El Paso County,52450.0,26.32
80914,CO,El Paso County,,0.71
80915,CO,El Paso County,51062.0,7.78
80916,CO,El Paso County,41131.0,17.18
80917,CO,El Paso County,49737.0,6.52
80918,CO,El Paso County,61012.0,11.98
80919,CO,El Paso County,89635.0,14.3
80920,CO,El Paso County,90625.0,12.64
80921,CO,El Paso County,101138.0,87.03
80922,CO,El Paso County,75533.0,5.97
80923,CO,El Paso County,76810.0,6.82
80924,CO,El Paso County,110222.0,5.44
80925,CO,El Paso County,69261.0,23.52
80926,CO,El Paso County,54514.0,64.69
80927,CO,El Paso County,98007.0,4.33
80928,CO,El Paso County,55368.0,328.78
80929,CO,El Paso County,42188.0,21.69
80930,CO,El Paso County,61435.0,36.38
80938,CO,El Paso County,,3.33
80939,CO,El Paso County,,0.0
80951,CO,El Paso County,73214.0,4.7
81001,CO,Pueblo County,30918.0,34.89
81003,CO,Pueblo County,28273.0,8.03
81004,CO,Pueblo County,30581.0,162.91
81005,CO,Pueblo County,46120.0,230.25
81006,CO,Pueblo County,54292.0,56.64
81007,CO,Pueblo County,65384.0,147.98
81008,CO,Pueblo County,50518.0,134.13
81019,CO,Pueblo County,39677.0,9.93
81020,CO,Las Animas County,35500.0,579.93
81021,CO,Kiowa County,,218.46
81022,CO,Pueblo County,47500.0,426.09
81023,CO,Pueblo County,53424.0,126.03
81024,CO,Las Animas County,87188.0,41.96
81025,CO,Pueblo County,31635.0,548.49
81027,CO,Las Animas County,32917.0,619.22
81029,CO,Baca County,29750.0,548.62
81030,CO,Otero County,33000.0,0.36
81033,CO,Crowley County,31944.0,0.32
81036,CO,Kiowa County,37857.0,751.95
81038,CO,Bent County,,0.12
81039,CO,Otero County,37931.0,590.13
81040,CO,Huerfano County,33790.0,518.46
81041,CO,Prowers County,27143.0,458.58
81043,CO,Prowers County,29250.0,1.42
81044,CO,Bent County,50278.0,326.16
81045,CO,Kiowa County,56250.0,228.31
81047,CO,Prowers County,38704.0,597.36
81049,CO,Las Animas County,40250.0,1285.67
81050,CO,Otero County,37543.0,537.18
81052,CO,Prowers County,33873.0,663.72
81054,CO,Bent County,35276.0,954.39
81055,CO,Huerfano County,44479.0,257.22
81057,CO,Bent County,43750.0,52.36
81058,CO,Otero County,33036.0,52.09
81059,CO,Las Animas County,51250.0,1099.75
81062,CO,Crowley County,38375.0,238.85
81063,CO,Crowley County,27946.0,411.9
81064,CO,Baca County,46250.0,483.14
81067,CO,Otero County,28212.0,292.13
81069,CO,Pueblo County,57763.0,273.4
81071,CO,Kiowa County,45938.0,569.04
81073,CO,Baca County,36429.0,640.07
81076,CO,Crowley County,36719.0,267.2
81077,CO,Otero County,33977.0,0.46
81081,CO,Las Animas County,24861.0,231.1
81082,CO,Las Animas County,41162.0,597.58
81084,CO,Baca County,34375.0,240.88
81087,CO,Baca County,34500.0,40.16
81089,CO,Huerfano County,29054.0,691.97
81090,CO,Baca County,44861.0,637.66
81091,CO,Las Animas County,58795.0,432.05
81092,CO,Prowers County,53158.0,84.47
81101,CO,Alamosa County,33620.0,409.37
81120,CO,Conejos County,28036.0,872.09
81121,CO,Archuleta County,37708.0,46.81
81122,CO,La Plata County,64213.0,507.32
81123,CO,Costilla County,31786.0,262.29
81124,CO,Conejos County,18173.0,15.66
81125,CO,Saguache County,33798.0,269.35
81126,CO,Costilla County,20990.0,19.48
81128,CO,Archuleta County,62656.0,182.75
81129,CO,Conejos County,21726.0,4.23
81130,CO,Mineral County,55795.0,946.07
81131,CO,Saguache County,38568.0,313.69
81132,CO,Rio Grande County,34316.0,676.36
81133,CO,Costilla County,42321.0,372.91
81136,CO,Alamosa County,25250.0,93.37
81137,CO,San Juan County,54057.0,254.23
81138,CO,Costilla County,,22.8
81140,CO,Conejos County,34176.0,220.4
81141,CO,Conejos County,43854.0,43.07
81143,CO,Saguache County,34792.0,329.49
81144,CO,Rio Grande County,40658.0,282.86
81146,CO,Alamosa County,49688.0,225.94
81147,CO,Archuleta County,49176.0,1349.41
81148,CO,Conejos County,21912.0,0.23
81149,CO,Saguache County,31528.0,834.94
81151,CO,Conejos County,38884.0,224.17
81152,CO,Costilla County,24087.0,440.69
81154,CO,Rio Grande County,36696.0,267.02
81155,CO,Saguache County,46406.0,316.76
81201,CO,Chaffee County,42485.0,445.78
81210,CO,Gunnison County,33750.0,515.24
81211,CO,Chaffee County,49648.0,461.33
81212,CO,Fremont County,40138.0,617.44
81220,CO,Gunnison County,51875.0,239.92
81221,CO,Fremont County,38750.0,1.5
81222,CO,Fremont County,37011.0,30.88
81223,CO,Fremont County,38039.0,398.84
81224,CO,Gunnison County,72409.0,155.94
81225,CO,Gunnison County,51758.0,82.06
81226,CO,Fremont County,40243.0,82.11
81227,CO,Chaffee County,,0.36
81230,CO,Gunnison County,45169.0,1785.62
81231,CO,Gunnison County,,0.06
81232,CO,Fremont County,,1.91
81233,CO,Fremont County,50714.0,88.08
81235,CO,Hinsdale County,56029.0,539.78
81236,CO,Chaffee County,61375.0,192.85
81237,CO,Gunnison County,32198.0,34.84
81239,CO,Gunnison County,,51.18
81240,CO,Fremont County,43935.0,148.72
81241,CO,Gunnison County,36250.0,20.34
81242,CO,Chaffee County,41154.0,2.22
81243,CO,Gunnison County,27679.0,334.38
81244,CO,Fremont County,35163.0,3.69
81248,CO,Saguache County,53750.0,257.51
81251,CO,Lake County,73750.0,87.68
81252,CO,Custer County,31437.0,615.75
81253,CO,Custer County,50511.0,128.63
81301,CO,La Plata County,55399.0,747.41
81303,CO,La Plata County,63684.0,215.74
81320,CO,Dolores County,27697.0,187.75
81321,CO,Montezuma County,41371.0,421.22
81323,CO,Montezuma County,48500.0,715.46
81324,CO,Dolores County,39479.0,408.31
81325,CO,San Miguel County,19688.0,569.9
81326,CO,La Plata County,58125.0,250.09
81327,CO,Montezuma County,50781.0,34.49
81328,CO,Montezuma County,49250.0,365.22
81330,CO,Montezuma County,,65.31
81331,CO,Montezuma County,29844.0,243.92
81332,CO,Dolores County,46607.0,60.49
81334,CO,Montezuma County,29593.0,355.44
81335,CO,Montezuma County,250001.0,27.12
81401,CO,Montrose County,45148.0,233.55
81403,CO,Montrose County,54864.0,552.47
81410,CO,Delta County,38977.0,22.85
81411,CO,Montrose County,,99.3
81413,CO,Delta County,38778.0,210.46
81415,CO,Delta County,37917.0,278.82
81416,CO,Delta County,41718.0,336.76
81418,CO,Delta County,43472.0,20.63
81419,CO,Delta County,43369.0,202.86
81422,CO,Montrose County,41518.0,268.11
81423,CO,San Miguel County,53667.0,493.1
81424,CO,Montrose County,43750.0,307.12
81425,CO,Montrose County,37446.0,383.41
81426,CO,San Miguel County,54750.0,16.92
81427,CO,Ouray County,64000.0,102.57
81428,CO,Delta County,52782.0,219.34
81429,CO,Montrose County,35250.0,228.94
81430,CO,San Miguel County,70325.0,254.42
81431,CO,Montrose County,46875.0,167.39
81432,CO,Ouray County,66638.0,273.03
81433,CO,San Juan County,39306.0,306.27
81434,CO,Gunnison County,58333.0,598.5
81435,CO,San Miguel County,69432.0,133.84
81501,CO,Mesa County,36717.0,7.94
81503,CO,Mesa County,44405.0,35.09
81504,CO,Mesa County,52238.0,11.31
81505,CO,Mesa County,63314.0,100.7
81506,CO,Mesa County,60913.0,12.86
81507,CO,Mesa County,70466.0,110.1
81520,CO,Mesa County,36558.0,20.66
81521,CO,Mesa County,53537.0,147.69
81522,CO,Mesa County,,300.0
81523,CO,Mesa County,51280.0,330.19
81524,CO,Mesa County,75536.0,167.61
81525,CO,Mesa County,68250.0,119.21
81526,CO,Mesa County,58768.0,51.82
81527,CO,Mesa County,56204.0,777.54
81601,CO,Garfield County,58954.0,345.31
81610,CO,Moffat County,38250.0,310.63
81611,CO,Pitkin County,73426.0,428.41
81612,CO,Pitkin County,,2.69
81615,CO,Pitkin County,80823.0,25.62
81620,CO,Eagle County,54772.0,37.51
81621,CO,Eagle County,71523.0,222.37
81623,CO,Garfield County,62955.0,444.99
81624,CO,Mesa County,49554.0,557.92
81625,CO,Moffat County,53561.0,1537.84
81630,CO,Mesa County,52955.0,1274.12
81631,CO,Eagle County,82566.0,244.91
81632,CO,Eagle County,82047.0,122.12
81633,CO,Moffat County,,132.84
81635,CO,Garfield County,64262.0,290.95
81637,CO,Eagle County,83657.0,759.42
81638,CO,Moffat County,58894.0,167.96
81639,CO,Routt County,54668.0,600.1
81640,CO,Moffat County,27083.0,2378.68
81641,CO,Rio Blanco County,59028.0,1699.0
81642,CO,Pitkin County,45526.0,139.15
81643,CO,Mesa County,43000.0,216.15
81645,CO,Eagle County,64519.0,169.36
81646,CO,Mesa County,31304.0,72.91
81647,CO,Garfield County,61853.0,365.91
81648,CO,Rio Blanco County,63636.0,1230.12
81649,CO,Eagle County,64375.0,79.16
81650,CO,Garfield County,52272.0,929.45
81652,CO,Garfield County,51937.0,89.0
81653,CO,Moffat County,,60.16
81654,CO,Pitkin County,54844.0,88.24
81655,CO,Eagle County,,139.86
81656,CO,Pitkin County,66250.0,1.05
81657,CO,Eagle County,73170.0,111.2
82001,WY,Laramie County,48750.0,58.95
82005,WY,Laramie County,,2.94
82007,WY,Laramie County,43424.0,196.21
82009,WY,Laramie County,77268.0,1239.97
82050,WY,Laramie County,31413.0,163.69
82051,WY,Albany County,,345.53
82052,WY,Albany County,,13.62
82053,WY,Laramie County,92163.0,226.53
82054,WY,Laramie County,38387.0,179.98
82055,WY,Albany County,28854.0,116.68
82058,WY,Albany County,,309.74
82059,WY,Laramie County,,84.07
82060,WY,Laramie County,60855.0,29.24
82061,WY,Laramie County,,210.27
82063,WY,Albany County,250001.0,384.84
82070,WY,Albany County,49121.0,1091.94
82072,WY,Albany County,35446.0,215.71
82073,WY,Albany County,,0.0
82081,WY,Laramie County,,89.85
82082,WY,Laramie County,54097.0,221.4
82083,WY,Albany County,55216.0,493.66
82084,WY,Albany County,,73.54
82190,WY,Park County,83778.0,2972.41
82201,WY,Platte County,44265.0,1721.7
82210,WY,Platte County,49531.0,388.55
82212,WY,Goshen County,45313.0,336.9
82213,WY,Platte County,47708.0,481.05
82214,WY,Platte County,50433.0,104.63
82215,WY,Platte County,61250.0,80.49
82217,WY,Goshen County,21875.0,90.16
82219,WY,Goshen County,,112.65
82221,WY,Goshen County,29306.0,311.36
82222,WY,Niobrara County,41250.0,407.34
82223,WY,Goshen County,54911.0,150.09
82224,WY,Niobrara County,,134.42
82225,WY,Niobrara County,38813.0,1372.39
82227,WY,Niobrara County,29583.0,376.95
82229,WY,Converse County,16466.0,241.39
82240,WY,Goshen County,42947.0,662.4
82242,WY,Niobrara County,76563.0,69.75
82243,WY,Goshen County,50982.0,54.28
82244,WY,Goshen County,47823.0,331.35
82301,WY,Carbon County,56353.0,1228.7
82321,WY,Carbon County,51667.0,263.21
82322,WY,Sweetwater County,56635.0,1.51
82323,WY,Carbon County,77708.0,28.28
82324,WY,Carbon County,64554.0,243.17
82325,WY,Carbon County,50625.0,668.29
82327,WY,Carbon County,34531.0,472.45
82329,WY,Carbon County,44844.0,730.41
82331,WY,Carbon County,55949.0,574.29
82332,WY,Carbon County,,141.55
82334,WY,Carbon County,83125.0,242.35
82335,WY,Carbon County,,113.53
82336,WY,Sweetwater County,57115.0,652.84
82401,WY,Washakie County,47474.0,591.17
82410,WY,Big Horn County,58578.0,174.55
82411,WY,Big Horn County,54583.0,91.95
82412,WY,Big Horn County,51250.0,20.38
82414,WY,Park County,52815.0,2818.83
82420,WY,Big Horn County,64028.0,55.43
82421,WY,Big Horn County,39271.0,46.35
82422,WY,Big Horn County,31136.0,11.99
82423,WY,Big Horn County,37031.0,18.66
82426,WY,Big Horn County,50594.0,560.44
82428,WY,Big Horn County,52125.0,212.31
82430,WY,Hot Springs County,62500.0,2.43
82431,WY,Big Horn County,52134.0,554.67
82432,WY,Big Horn County,53750.0,117.58
82433,WY,Park County,44833.0,850.41
