Zip Code,State,County,Median Household Income,Land Area in Square Miles
32351,FL,Gadsden County,30576.0,209.47
32352,FL,Gadsden County,39896.0,96.63
32355,FL,Wakulla County,58750.0,3.42
32356,FL,Taylor County,68684.0,39.06
32358,FL,Wakulla County,45806.0,156.51
32359,FL,Taylor County,33359.0,156.56
32361,FL,Jefferson County,22330.0,2.29
32399,FL,Leon County,,0.25
32401,FL,Bay County,35186.0,10.7
32403,FL,Bay County,45000.0,44.22
32404,FL,Bay County,50665.0,128.82
32405,FL,Bay County,43976.0,18.99
32407,FL,Bay County,51328.0,13.87
32408,FL,Bay County,49092.0,10.56
32409,FL,Bay County,50461.0,75.64
32410,FL,Bay County,51357.0,20.06
32413,FL,Bay County,52236.0,73.09
32420,FL,Jackson County,36583.0,52.34
32421,FL,Calhoun County,32223.0,137.24
32423,FL,Jackson County,44375.0,65.41
32424,FL,Calhoun County,29770.0,156.55
32425,FL,Holmes County,38923.0,268.28
32426,FL,Jackson County,24776.0,48.54
32427,FL,Washington County,36985.0,45.45
32428,FL,Washington County,38016.0,280.63
32430,FL,Calhoun County,38561.0,83.11
32431,FL,Jackson County,30625.0,106.21
32432,FL,Jackson County,,0.13
32433,FL,Walton County,35378.0,258.94
32435,FL,Walton County,28740.0,129.25
32437,FL,Washington County,39324.0,35.18
32438,FL,Bay County,40234.0,62.84
32439,FL,Walton County,46206.0,102.52
32440,FL,Jackson County,30855.0,104.42
32442,FL,Jackson County,40515.0,93.65
32443,FL,Jackson County,42407.0,59.02
32444,FL,Bay County,61233.0,9.39
32445,FL,Jackson County,32121.0,26.04
32446,FL,Jackson County,47861.0,162.87
32447,FL,Jackson County,,0.39
32448,FL,Jackson County,25676.0,184.81
32449,FL,Calhoun County,45556.0,50.0
32455,FL,Walton County,27052.0,232.02
32456,FL,Gulf County,41521.0,82.14
32459,FL,Walton County,58800.0,54.72
32460,FL,Jackson County,33241.0,74.13
32461,FL,Walton County,,0.59
32462,FL,Washington County,40560.0,153.38
32463,FL,Washington County,30313.0,0.08
32464,FL,Holmes County,38008.0,170.37
32465,FL,Gulf County,39556.0,236.42
32466,FL,Bay County,45789.0,113.49
32501,FL,Escambia County,27677.0,3.8
32502,FL,Escambia County,34981.0,2.3
32503,FL,Escambia County,44579.0,12.3
32504,FL,Escambia County,44837.0,10.7
32505,FL,Escambia County,31133.0,13.55
32506,FL,Escambia County,42776.0,32.45
32507,FL,Escambia County,42148.0,25.2
32508,FL,Escambia County,52663.0,8.12
32509,FL,Escambia County,,1.28
32511,FL,Escambia County,,0.24
32514,FL,Escambia County,43992.0,19.51
32526,FL,Escambia County,52333.0,58.16
32530,FL,Santa Rosa County,,0.05
32531,FL,Okaloosa County,53581.0,217.41
32533,FL,Escambia County,56388.0,74.86
32534,FL,Escambia County,42513.0,9.71
32535,FL,Escambia County,34107.0,71.66
32536,FL,Okaloosa County,56720.0,46.58
32539,FL,Okaloosa County,51750.0,121.63
32541,FL,Okaloosa County,62577.0,11.61
32542,FL,Okaloosa County,35197.0,16.3
32544,FL,Okaloosa County,35563.0,9.5
32547,FL,Okaloosa County,46377.0,34.94
32548,FL,Okaloosa County,47506.0,13.0
32550,FL,Walton County,58095.0,6.68
32561,FL,Santa Rosa County,83182.0,11.79
32563,FL,Santa Rosa County,65583.0,16.62
32564,FL,Okaloosa County,36173.0,91.19
32565,FL,Santa Rosa County,47431.0,230.69
32566,FL,Santa Rosa County,65064.0,40.25
32567,FL,Okaloosa County,40821.0,139.37
32568,FL,Escambia County,51786.0,155.95
32569,FL,Okaloosa County,51695.0,4.05
32570,FL,Santa Rosa County,47649.0,319.39
32571,FL,Santa Rosa County,62570.0,104.01
32577,FL,Escambia County,52658.0,66.39
32578,FL,Okaloosa County,73218.0,24.07
32579,FL,Okaloosa County,62766.0,4.35
32580,FL,Okaloosa County,58794.0,12.49
32583,FL,Santa Rosa County,51898.0,144.45
32601,FL,Alachua County,23494.0,4.53
32603,FL,Alachua County,17857.0,1.37
32605,FL,Alachua County,65651.0,10.01
32606,FL,Alachua County,53570.0,17.09
32607,FL,Alachua County,35135.0,11.82
32608,FL,Alachua County,39608.0,39.0
32609,FL,Alachua County,33504.0,112.3
32612,FL,Alachua County,,0.82
32615,FL,Alachua County,54899.0,138.69
32616,FL,Alachua County,14412.0,0.64
32617,FL,Marion County,41131.0,29.55
32618,FL,Alachua County,43440.0,90.89
32619,FL,Gilchrist County,38025.0,118.21
32621,FL,Levy County,27910.0,73.36
32622,FL,Bradford County,52917.0,60.87
32625,FL,Levy County,42969.0,84.74
32626,FL,Levy County,33439.0,204.13
32628,FL,Dixie County,38841.0,103.53
32631,FL,Alachua County,48966.0,1.86
32639,FL,Levy County,36375.0,56.87
32640,FL,Putnam County,35579.0,208.89
32641,FL,Alachua County,27035.0,49.15
32643,FL,Alachua County,50561.0,117.1
32648,FL,Dixie County,33250.0,60.1
32653,FL,Alachua County,69574.0,39.07
32656,FL,Clay County,45464.0,56.31
32658,FL,Alachua County,36500.0,3.0
32664,FL,Marion County,46250.0,1.42
32666,FL,Putnam County,47431.0,54.58
32667,FL,Alachua County,44498.0,93.08
32668,FL,Levy County,42284.0,121.5
32669,FL,Alachua County,56551.0,103.53
32680,FL,Dixie County,31466.0,249.88
32681,FL,Marion County,,0.37
32683,FL,Levy County,36563.0,8.2
32686,FL,Marion County,40162.0,73.92
32692,FL,Dixie County,61250.0,5.16
32693,FL,Gilchrist County,37212.0,205.46
32694,FL,Alachua County,39375.0,26.76
32696,FL,Levy County,38805.0,146.87
32697,FL,Union County,30580.0,0.46
32701,FL,Seminole County,48745.0,5.62
32702,FL,Lake County,33750.0,56.45
32703,FL,Orange County,47355.0,50.76
32707,FL,Seminole County,48043.0,9.69
32708,FL,Seminole County,65751.0,18.44
32709,FL,Orange County,48705.0,116.73
32712,FL,Orange County,63347.0,59.64
32713,FL,Volusia County,54098.0,20.67
32714,FL,Seminole County,49257.0,8.54
32720,FL,Volusia County,41455.0,62.78
32724,FL,Volusia County,44181.0,94.81
32725,FL,Volusia County,45059.0,22.91
32726,FL,Lake County,36376.0,12.22
32730,FL,Seminole County,42581.0,1.19
32732,FL,Seminole County,45250.0,56.09
32735,FL,Lake County,43321.0,3.79
32736,FL,Lake County,54483.0,105.39
32738,FL,Volusia County,50346.0,25.86
32744,FL,Volusia County,54336.0,13.42
32746,FL,Seminole County,75344.0,22.07
32750,FL,Seminole County,61630.0,10.3
32751,FL,Orange County,71561.0,7.03
32754,FL,Brevard County,48786.0,138.41
32757,FL,Lake County,49912.0,36.37
32759,FL,Volusia County,32083.0,40.91
32763,FL,Volusia County,34672.0,16.8
32764,FL,Volusia County,44057.0,90.7
32765,FL,Seminole County,68995.0,39.11
32766,FL,Seminole County,86301.0,43.79
32767,FL,Lake County,32407.0,63.23
32771,FL,Seminole County,50147.0,36.18
32773,FL,Seminole County,41207.0,27.73
32776,FL,Lake County,60873.0,43.19
32778,FL,Lake County,40578.0,25.09
32779,FL,Seminole County,81186.0,18.82
32780,FL,Brevard County,42472.0,63.8
32784,FL,Lake County,44250.0,90.69
32789,FL,Orange County,63398.0,7.79
32792,FL,Orange County,40137.0,12.29
32796,FL,Brevard County,45507.0,14.62
32798,FL,Orange County,34367.0,3.1
32801,FL,Orange County,47151.0,2.28
32803,FL,Orange County,53101.0,6.94
32804,FL,Orange County,58548.0,7.35
32805,FL,Orange County,23950.0,6.67
32806,FL,Orange County,51996.0,6.66
32807,FL,Orange County,35980.0,8.09
32808,FL,Orange County,33511.0,11.98
32809,FL,Orange County,31966.0,10.38
32810,FL,Orange County,42580.0,9.24
32811,FL,Orange County,34189.0,8.3
32812,FL,Orange County,45934.0,8.59
32814,FL,Orange County,96766.0,1.32
32817,FL,Orange County,44823.0,11.22
32818,FL,Orange County,39913.0,11.53
32819,FL,Orange County,66330.0,20.59
32820,FL,Orange County,69861.0,15.09
32821,FL,Orange County,43163.0,11.22
32822,FL,Orange County,32903.0,13.29
32824,FL,Orange County,48110.0,31.07
32825,FL,Orange County,52684.0,28.81
32826,FL,Orange County,40966.0,9.63
32827,FL,Orange County,85880.0,23.41
32828,FL,Orange County,62054.0,21.37
32829,FL,Orange County,67947.0,9.8
32830,FL,Orange County,,20.32
32831,FL,Orange County,32315.0,10.07
32832,FL,Orange County,75331.0,56.52
32833,FL,Orange County,59000.0,34.88
32835,FL,Orange County,49448.0,9.39
32836,FL,Orange County,80270.0,15.62
32837,FL,Orange County,55443.0,22.44
32839,FL,Orange County,32248.0,7.45
32901,FL,Brevard County,29818.0,12.57
32903,FL,Brevard County,64458.0,3.7
32904,FL,Brevard County,53205.0,19.42
32905,FL,Brevard County,32310.0,9.5
32907,FL,Brevard County,49009.0,17.73
32908,FL,Brevard County,46466.0,19.29
32909,FL,Brevard County,45536.0,43.86
32920,FL,Brevard County,41060.0,4.05
32922,FL,Brevard County,25797.0,5.5
32925,FL,Brevard County,46571.0,3.11
32926,FL,Brevard County,47314.0,50.73
32927,FL,Brevard County,53633.0,21.94
32931,FL,Brevard County,47952.0,5.2
32934,FL,Brevard County,64327.0,24.21
32935,FL,Brevard County,40828.0,12.87
32937,FL,Brevard County,60313.0,6.71
32940,FL,Brevard County,73084.0,130.3
32948,FL,Indian River County,32234.0,264.16
32949,FL,Brevard County,58125.0,16.25
32950,FL,Brevard County,59722.0,17.84
32951,FL,Brevard County,59604.0,8.13
32952,FL,Brevard County,64256.0,12.37
32953,FL,Brevard County,51470.0,32.25
32955,FL,Brevard County,59803.0,22.14
32958,FL,Indian River County,42633.0,27.84
32960,FL,Indian River County,30832.0,11.36
32962,FL,Indian River County,39612.0,12.26
32963,FL,Indian River County,92137.0,17.37
32966,FL,Indian River County,43825.0,291.06
32967,FL,Indian River County,44667.0,41.72
32968,FL,Indian River County,63007.0,26.29
32970,FL,Indian River County,16615.0,1.08
32976,FL,Brevard County,31865.0,25.67
33001,FL,Monroe County,50313.0,1.95
33004,FL,Broward County,37020.0,5.7
33009,FL,Broward County,33157.0,5.08
33010,FL,Miami-Dade County,22523.0,4.32
33012,FL,Miami-Dade County,32273.0,5.86
33013,FL,Miami-Dade County,29269.0,3.81
33014,FL,Miami-Dade County,38332.0,6.13
33015,FL,Miami-Dade County,51076.0,5.82
33016,FL,Miami-Dade County,39085.0,4.38
33018,FL,Miami-Dade County,49769.0,19.49
33019,FL,Broward County,70388.0,3.94
33020,FL,Broward County,34473.0,6.05
33021,FL,Broward County,49966.0,8.71
33023,FL,Broward County,43830.0,9.64
33024,FL,Broward County,50417.0,10.73
33025,FL,Broward County,51822.0,10.82
33026,FL,Broward County,69313.0,4.53
33027,FL,Broward County,61464.0,13.42
33028,FL,Broward County,92588.0,5.75
33029,FL,Broward County,88264.0,17.83
33030,FL,Miami-Dade County,29994.0,18.35
33031,FL,Miami-Dade County,62609.0,21.37
33032,FL,Miami-Dade County,41469.0,18.8
33033,FL,Miami-Dade County,44817.0,16.78
33034,FL,Miami-Dade County,27996.0,279.42
33035,FL,Miami-Dade County,58913.0,20.77
33036,FL,Monroe County,49375.0,5.86
33037,FL,Monroe County,55944.0,33.82
33039,FL,Miami-Dade County,31591.0,0.3
33040,FL,Monroe County,53050.0,18.49
33042,FL,Monroe County,69495.0,25.51
33043,FL,Monroe County,63100.0,14.83
33050,FL,Monroe County,47373.0,9.09
33051,FL,Monroe County,61027.0,0.44
33054,FL,Miami-Dade County,24966.0,8.78
33055,FL,Miami-Dade County,42841.0,6.0
33056,FL,Miami-Dade County,41291.0,6.06
33060,FL,Broward County,38093.0,7.03
33062,FL,Broward County,55938.0,3.79
33063,FL,Broward County,43756.0,8.89
33064,FL,Broward County,42407.0,10.46
33065,FL,Broward County,46993.0,8.33
33066,FL,Broward County,42958.0,3.18
33067,FL,Broward County,95621.0,10.62
33068,FL,Broward County,43606.0,5.96
33069,FL,Broward County,35415.0,9.38
33070,FL,Monroe County,49239.0,4.36
33071,FL,Broward County,75714.0,7.7
33073,FL,Broward County,63687.0,8.5
33076,FL,Broward County,107318.0,12.36
33101,FL,Miami-Dade County,,0.0
33109,FL,Miami-Dade County,166976.0,0.31
33122,FL,Miami-Dade County,,5.93
33125,FL,Miami-Dade County,24296.0,3.86
33126,FL,Miami-Dade County,32221.0,5.01
33127,FL,Miami-Dade County,22633.0,3.31
33128,FL,Miami-Dade County,21003.0,0.4
33129,FL,Miami-Dade County,54127.0,1.35
33130,FL,Miami-Dade County,22813.0,1.1
33131,FL,Miami-Dade County,78094.0,0.4
33132,FL,Miami-Dade County,57843.0,1.69
33133,FL,Miami-Dade County,55134.0,4.18
33134,FL,Miami-Dade County,52316.0,5.21
33135,FL,Miami-Dade County,21576.0,2.16
33136,FL,Miami-Dade County,19129.0,1.43
33137,FL,Miami-Dade County,48959.0,2.02
33138,FL,Miami-Dade County,39949.0,4.22
33139,FL,Miami-Dade County,46612.0,2.69
33140,FL,Miami-Dade County,53699.0,3.04
33141,FL,Miami-Dade County,37317.0,2.32
33142,FL,Miami-Dade County,22260.0,7.07
33143,FL,Miami-Dade County,63268.0,7.89
33144,FL,Miami-Dade County,35968.0,3.09
33145,FL,Miami-Dade County,37167.0,2.54
33146,FL,Miami-Dade County,111838.0,3.11
33147,FL,Miami-Dade County,28258.0,7.25
33149,FL,Miami-Dade County,121624.0,4.68
33150,FL,Miami-Dade County,25069.0,3.5
33154,FL,Miami-Dade County,60347.0,1.78
33155,FL,Miami-Dade County,54725.0,7.38
33156,FL,Miami-Dade County,91353.0,13.57
33157,FL,Miami-Dade County,59768.0,14.82
33158,FL,Miami-Dade County,135833.0,2.79
33160,FL,Miami-Dade County,45627.0,4.25
33161,FL,Miami-Dade County,33056.0,5.47
33162,FL,Miami-Dade County,39191.0,5.19
33165,FL,Miami-Dade County,43344.0,7.62
33166,FL,Miami-Dade County,50180.0,9.38
33167,FL,Miami-Dade County,36942.0,4.14
33168,FL,Miami-Dade County,42605.0,3.68
33169,FL,Miami-Dade County,42860.0,6.89
33170,FL,Miami-Dade County,43636.0,13.17
33172,FL,Miami-Dade County,41410.0,6.55
33173,FL,Miami-Dade County,54300.0,5.05
33174,FL,Miami-Dade County,35776.0,3.08
33175,FL,Miami-Dade County,49729.0,7.7
33176,FL,Miami-Dade County,60472.0,12.27
33177,FL,Miami-Dade County,55559.0,12.52
33178,FL,Miami-Dade County,72704.0,55.59
33179,FL,Miami-Dade County,44325.0,5.03
33180,FL,Miami-Dade County,68317.0,3.41
33181,FL,Miami-Dade County,37718.0,3.22
33182,FL,Miami-Dade County,66422.0,15.42
33183,FL,Miami-Dade County,52571.0,5.77
33184,FL,Miami-Dade County,50268.0,2.45
33185,FL,Miami-Dade County,76293.0,4.59
33186,FL,Miami-Dade County,63834.0,12.64
33187,FL,Miami-Dade County,68571.0,39.57
33189,FL,Miami-Dade County,47695.0,5.54
33190,FL,Miami-Dade County,49118.0,1.78
33193,FL,Miami-Dade County,50329.0,8.14
33194,FL,Miami-Dade County,68521.0,88.74
33196,FL,Miami-Dade County,63773.0,24.49
33301,FL,Broward County,80044.0,2.51
33304,FL,Broward County,45020.0,3.18
33305,FL,Broward County,52758.0,2.2
33306,FL,Broward County,81898.0,0.85
33308,FL,Broward County,60341.0,4.55
33309,FL,Broward County,45968.0,9.54
33311,FL,Broward County,30738.0,10.35
33312,FL,Broward County,47112.0,11.43
33313,FL,Broward County,34431.0,6.51
33314,FL,Broward County,39590.0,8.31
33315,FL,Broward County,54298.0,5.23
33316,FL,Broward County,59833.0,5.06
33317,FL,Broward County,61383.0,9.57
33319,FL,Broward County,37668.0,6.96
33321,FL,Broward County,43689.0,8.25
33322,FL,Broward County,46006.0,5.71
33323,FL,Broward County,75945.0,6.6
33324,FL,Broward County,58270.0,9.21
33325,FL,Broward County,76623.0,9.57
33326,FL,Broward County,77813.0,9.65
33327,FL,Broward County,120479.0,11.26
33328,FL,Broward County,78566.0,9.4
33330,FL,Broward County,98285.0,10.26
33331,FL,Broward County,92063.0,12.46
33332,FL,Broward County,109689.0,30.75
33334,FL,Broward County,48025.0,4.79
33351,FL,Broward County,54688.0,5.76
33401,FL,Palm Beach County,42337.0,5.5
33403,FL,Palm Beach County,40702.0,3.36
33404,FL,Palm Beach County,35723.0,7.69
33405,FL,Palm Beach County,43311.0,4.5
33406,FL,Palm Beach County,47685.0,8.89
33407,FL,Palm Beach County,34783.0,10.07
33408,FL,Palm Beach County,54952.0,7.28
33409,FL,Palm Beach County,41900.0,6.45
33410,FL,Palm Beach County,58876.0,11.4
33411,FL,Palm Beach County,63385.0,42.65
33412,FL,Palm Beach County,91707.0,46.75
33413,FL,Palm Beach County,49881.0,7.32
33414,FL,Palm Beach County,75632.0,28.07
33415,FL,Palm Beach County,35248.0,7.4
33417,FL,Palm Beach County,31881.0,6.72
33418,FL,Palm Beach County,75072.0,46.53
33426,FL,Palm Beach County,48968.0,6.14
33428,FL,Palm Beach County,59152.0,9.03
33430,FL,Palm Beach County,30678.0,113.74
33431,FL,Palm Beach County,67500.0,8.89
33432,FL,Palm Beach County,55150.0,4.79
33433,FL,Palm Beach County,53801.0,9.49
33434,FL,Palm Beach County,48713.0,6.65
33435,FL,Palm Beach County,38296.0,6.58
33436,FL,Palm Beach County,51505.0,11.71
33437,FL,Palm Beach County,53745.0,10.84
33438,FL,Palm Beach County,25333.0,21.1
33440,FL,Hendry County,35964.0,657.8
33441,FL,Broward County,36724.0,4.84
33442,FL,Broward County,40537.0,6.71
33444,FL,Palm Beach County,45173.0,5.03
33445,FL,Palm Beach County,49810.0,8.02
33446,FL,Palm Beach County,47124.0,21.32
33449,FL,Palm Beach County,99375.0,18.62
33455,FL,Martin County,48614.0,49.06
33458,FL,Palm Beach County,67798.0,21.64
33460,FL,Palm Beach County,36502.0,4.69
33461,FL,Palm Beach County,32319.0,7.25
33462,FL,Palm Beach County,45848.0,8.77
33463,FL,Palm Beach County,51792.0,10.74
33467,FL,Palm Beach County,63891.0,18.41
33469,FL,Palm Beach County,66025.0,11.44
33470,FL,Palm Beach County,73710.0,78.37
33471,FL,Glades County,32078.0,264.45
33472,FL,Palm Beach County,63419.0,12.92
33473,FL,Palm Beach County,124853.0,7.06
33476,FL,Palm Beach County,25134.0,26.26
33477,FL,Palm Beach County,75428.0,6.76
33478,FL,Palm Beach County,93725.0,53.19
33480,FL,Palm Beach County,97208.0,4.4
33483,FL,Palm Beach County,62604.0,3.93
33484,FL,Palm Beach County,36832.0,6.15
33486,FL,Palm Beach County,76772.0,5.46
33487,FL,Palm Beach County,66439.0,6.55
33493,FL,Palm Beach County,28750.0,62.11
33496,FL,Palm Beach County,83138.0,9.3
33498,FL,Palm Beach County,82541.0,7.32
33503,FL,Hillsborough County,,0.65
33510,FL,Hillsborough County,53504.0,7.43
33511,FL,Hillsborough County,52511.0,15.89
33513,FL,Sumter County,36217.0,90.02
33514,FL,Sumter County,38510.0,49.78
33521,FL,Sumter County,22321.0,1.98
33523,FL,Pasco County,35340.0,118.35
33525,FL,Pasco County,45579.0,116.47
33527,FL,Hillsborough County,49302.0,31.07
33534,FL,Hillsborough County,43793.0,12.36
33538,FL,Sumter County,32056.0,93.3
33540,FL,Pasco County,43203.0,35.04
33541,FL,Pasco County,39377.0,24.62
33542,FL,Pasco County,32174.0,10.44
33543,FL,Pasco County,71357.0,20.55
33544,FL,Pasco County,75120.0,34.39
33545,FL,Pasco County,66115.0,29.46
33547,FL,Hillsborough County,93838.0,143.1
33548,FL,Hillsborough County,81213.0,7.81
33549,FL,Hillsborough County,55614.0,11.75
33556,FL,Hillsborough County,87326.0,36.62
33558,FL,Hillsborough County,71935.0,17.38
33559,FL,Hillsborough County,55643.0,12.64
33563,FL,Hillsborough County,38297.0,14.77
33565,FL,Hillsborough County,49680.0,87.54
33566,FL,Hillsborough County,57884.0,22.95
33567,FL,Hillsborough County,53055.0,42.12
33569,FL,Hillsborough County,71132.0,14.53
33570,FL,Hillsborough County,42168.0,39.4
33572,FL,Hillsborough County,70671.0,15.74
33573,FL,Hillsborough County,41667.0,17.64
33576,FL,Pasco County,47431.0,15.84
33578,FL,Hillsborough County,54631.0,21.55
33579,FL,Hillsborough County,76333.0,21.34
33584,FL,Hillsborough County,54377.0,21.39
33585,FL,Sumter County,37061.0,17.13
33592,FL,Hillsborough County,40000.0,49.02
33594,FL,Hillsborough County,62546.0,10.39
33596,FL,Hillsborough County,88844.0,11.68
33597,FL,Sumter County,32809.0,131.44
33598,FL,Hillsborough County,41806.0,108.22
33602,FL,Hillsborough County,63292.0,2.55
33603,FL,Hillsborough County,34565.0,4.14
33604,FL,Hillsborough County,32091.0,7.44
33605,FL,Hillsborough County,26313.0,7.83
33606,FL,Hillsborough County,61278.0,3.28
33607,FL,Hillsborough County,31831.0,9.03
33609,FL,Hillsborough County,57086.0,4.37
33610,FL,Hillsborough County,29130.0,17.85
33611,FL,Hillsborough County,54021.0,6.38
33612,FL,Hillsborough County,28474.0,10.22
33613,FL,Hillsborough County,26486.0,7.35
33614,FL,Hillsborough County,35098.0,9.78
33615,FL,Hillsborough County,47903.0,8.62
33616,FL,Hillsborough County,46548.0,3.8
33617,FL,Hillsborough County,37323.0,8.6
33618,FL,Hillsborough County,58609.0,8.66
33619,FL,Hillsborough County,32481.0,26.59
33620,FL,Hillsborough County,,0.89
33621,FL,Hillsborough County,61850.0,8.33
33624,FL,Hillsborough County,57872.0,8.97
33625,FL,Hillsborough County,56635.0,9.15
33626,FL,Hillsborough County,98303.0,13.64
33629,FL,Hillsborough County,96661.0,4.81
33634,FL,Hillsborough County,49315.0,8.22
33635,FL,Hillsborough County,54340.0,5.69
33637,FL,Hillsborough County,44291.0,7.76
33647,FL,Hillsborough County,72131.0,33.89
33701,FL,Pinellas County,33278.0,2.67
33702,FL,Pinellas County,46656.0,9.94
33703,FL,Pinellas County,58970.0,5.22
33704,FL,Pinellas County,62665.0,3.43
33705,FL,Pinellas County,35349.0,6.05
33706,FL,Pinellas County,61364.0,3.66
33707,FL,Pinellas County,41407.0,5.27
33708,FL,Pinellas County,51489.0,3.41
33709,FL,Pinellas County,33681.0,5.13
33710,FL,Pinellas County,48360.0,7.94
33711,FL,Pinellas County,36154.0,4.77
33712,FL,Pinellas County,35354.0,5.86
33713,FL,Pinellas County,45902.0,6.55
33714,FL,Pinellas County,32160.0,3.7
33715,FL,Pinellas County,73622.0,3.65
33716,FL,Pinellas County,47206.0,7.27
33744,FL,Pinellas County,,0.58
33755,FL,Pinellas County,35971.0,5.37
33756,FL,Pinellas County,36609.0,7.24
33759,FL,Pinellas County,43597.0,5.41
33760,FL,Pinellas County,41770.0,5.11
33761,FL,Pinellas County,52584.0,5.32
33762,FL,Pinellas County,58714.0,7.3
33763,FL,Pinellas County,39175.0,3.47
33764,FL,Pinellas County,48276.0,6.66
33765,FL,Pinellas County,39816.0,4.11
33767,FL,Pinellas County,58780.0,1.99
33770,FL,Pinellas County,40522.0,5.18
33771,FL,Pinellas County,36140.0,5.88
33772,FL,Pinellas County,46979.0,5.19
33773,FL,Pinellas County,48183.0,4.99
33774,FL,Pinellas County,49779.0,4.6
33776,FL,Pinellas County,67557.0,3.45
33777,FL,Pinellas County,49230.0,5.75
33778,FL,Pinellas County,41549.0,3.73
33781,FL,Pinellas County,40594.0,6.66
33782,FL,Pinellas County,48615.0,5.38
33785,FL,Pinellas County,61506.0,1.18
33786,FL,Pinellas County,79271.0,0.54
33801,FL,Polk County,33255.0,19.1
33803,FL,Polk County,44027.0,15.58
33805,FL,Polk County,32891.0,26.85
33809,FL,Polk County,47027.0,88.33
33810,FL,Polk County,51909.0,56.05
33811,FL,Polk County,55000.0,27.81
33812,FL,Polk County,66860.0,9.78
33813,FL,Polk County,74651.0,15.4
33815,FL,Polk County,29417.0,7.42
33823,FL,Polk County,39311.0,31.11
33825,FL,Highlands County,34377.0,126.11
33827,FL,Polk County,43068.0,30.3
33830,FL,Polk County,43503.0,127.14
33834,FL,Hardee County,33250.0,180.08
33837,FL,Polk County,48649.0,51.26
33838,FL,Polk County,40274.0,5.85
33839,FL,Polk County,40274.0,2.86
33841,FL,Polk County,44029.0,159.07
33843,FL,Polk County,37920.0,102.21
33844,FL,Polk County,33055.0,99.81
33847,FL,Polk County,33365.0,1.08
33848,FL,Osceola County,24846.0,13.19
33849,FL,Polk County,64500.0,22.38
33850,FL,Polk County,30339.0,18.39
33851,FL,Polk County,59083.0,1.9
33852,FL,Highlands County,36180.0,333.56
33853,FL,Polk County,29634.0,8.16
33854,FL,Polk County,31739.0,0.14
33855,FL,Polk County,,0.66
33856,FL,Polk County,24904.0,0.11
33857,FL,Highlands County,32069.0,184.39
33859,FL,Polk County,39727.0,45.31
33860,FL,Polk County,45597.0,116.81
33865,FL,Hardee County,34864.0,173.15
33867,FL,Polk County,41406.0,4.37
33868,FL,Polk County,46856.0,166.56
33870,FL,Highlands County,29213.0,55.36
33872,FL,Highlands County,41002.0,19.39
33873,FL,Hardee County,41307.0,119.3
33875,FL,Highlands County,41011.0,75.06
33876,FL,Highlands County,42360.0,34.23
33877,FL,Polk County,21104.0,2.29
33880,FL,Polk County,37654.0,42.63
33881,FL,Polk County,36116.0,21.85
33884,FL,Polk County,53895.0,20.04
33890,FL,Hardee County,35561.0,241.5
33896,FL,Polk County,50162.0,11.28
33897,FL,Polk County,51424.0,35.33
33898,FL,Polk County,38984.0,304.8
33901,FL,Lee County,30756.0,6.41
33903,FL,Lee County,36193.0,12.55
33904,FL,Lee County,45780.0,9.73
33905,FL,Lee County,40781.0,42.02
33907,FL,Lee County,37676.0,7.04
33908,FL,Lee County,52268.0,32.3
33909,FL,Lee County,45232.0,17.96
33912,FL,Lee County,60433.0,21.29
33913,FL,Lee County,74763.0,102.81
33914,FL,Lee County,56118.0,22.22
33916,FL,Lee County,28235.0,10.24
33917,FL,Lee County,39498.0,55.29
33919,FL,Lee County,51717.0,9.01
33920,FL,Lee County,57700.0,61.56
33921,FL,Lee County,67132.0,2.76
33922,FL,Lee County,38431.0,16.23
33924,FL,Lee County,133750.0,7.19
33928,FL,Lee County,59383.0,72.17
33930,FL,Hendry County,28750.0,116.84
33931,FL,Lee County,48725.0,10.91
33935,FL,Hendry County,35949.0,340.87
33936,FL,Lee County,36845.0,19.76
33944,FL,Glades County,30583.0,54.49
33945,FL,Lee County,,0.13
33946,FL,Charlotte County,68977.0,9.12
33947,FL,Charlotte County,46974.0,14.48
33948,FL,Charlotte County,42202.0,12.97
33950,FL,Charlotte County,51136.0,22.42
33952,FL,Charlotte County,37318.0,11.03
33953,FL,Charlotte County,56492.0,16.18
33954,FL,Charlotte County,53865.0,8.52
33955,FL,Charlotte County,50983.0,54.03
33956,FL,Lee County,48344.0,16.34
33957,FL,Lee County,97849.0,16.17
33960,FL,Highlands County,24205.0,215.34
33965,FL,Lee County,,1.51
33966,FL,Lee County,70990.0,8.76
33967,FL,Lee County,51237.0,7.59
33971,FL,Lee County,48445.0,16.83
33972,FL,Lee County,51286.0,25.03
33973,FL,Lee County,32323.0,3.98
33974,FL,Lee County,37890.0,22.71
33976,FL,Lee County,42805.0,9.26
33980,FL,Charlotte County,41543.0,9.19
33981,FL,Charlotte County,47334.0,24.27
33982,FL,Charlotte County,44125.0,437.8
33983,FL,Charlotte County,49028.0,10.64
33990,FL,Lee County,48430.0,9.38
33991,FL,Lee County,52633.0,14.15
33993,FL,Lee County,49706.0,61.14
34101,FL,Collier County,,3.7
34102,FL,Collier County,67466.0,5.65
34103,FL,Collier County,75917.0,3.44
34104,FL,Collier County,48228.0,9.99
34105,FL,Collier County,68539.0,9.93
34108,FL,Collier County,72415.0,7.76
34109,FL,Collier County,55052.0,12.54
34110,FL,Collier County,66935.0,15.6
34112,FL,Collier County,44432.0,16.08
34113,FL,Collier County,48281.0,28.03
