Active,Confirmed,Date,Deaths,Fatality Rate,Recovered,State,State Abbr,Active Diff,Confirmed Diff,Deaths Diff,Recovered Diff,Lat,Lon
33777,35984,2020-06-01,2207,0.0613,0,Ohio,OH,419,471,52,0,40.3888,-82.7649
6563,6913,2020-06-01,350,0.0506,0,Oklahoma,OK,479,495,16,0,35.5653,-96.9289
4148,4302,2020-06-01,154,0.0358,0,Oregon,OR,58,59,1,0,44.5720,-122.0709
71079,76646,2020-06-01,5567,0.0726,0,Pennsylvania,PA,505,517,12,0,40.5908,-77.2098
14271,14991,2020-06-01,720,0.048,0,Rhode Island,RI,61,63,2,0,41.6809,-71.5118
11648,12148,2020-06-01,500,0.0412,0,South Carolina,SC,281,287,6,0,33.8569,-80.9450
4972,5034,2020-06-01,62,0.0123,0,South Dakota,SD,41,41,0,0,44.2998,-99.4388
22202,22566,2020-06-01,364,0.0161,0,Tennessee,TN,0,0,0,0,35.7478,-86.6923
63910,65593,2020-06-01,1683,0.0257,0,Texas,TX,933,941,8,0,31.0545,-97.5635
9886,9999,2020-06-01,113,0.0113,0,Utah,UT,202,202,0,0,40.1500,-111.8624
928,983,2020-06-01,55,0.056,0,Vermont,VT,2,2,0,0,44.0459,-72.7107
44006,45398,2020-06-01,1392,0.0307,0,Virginia,VA,774,791,17,0,37.7693,-78.1700
20854,21977,2020-06-01,1123,0.0511,0,Washington,WA,270,275,5,0,47.4009,-121.4905
1952,2028,2020-06-01,76,0.0375,0,West Virginia,WV,17,18,1,0,38.4912,-80.9545
17948,18543,2020-06-01,595,0.0321,0,Wisconsin,WI,137,140,3,0,44.2685,-89.6165
893,910,2020-06-01,17,0.0187,0,Wyoming,WY,6,7,1,0,42.7560,-107.3025
25498,26272,2020-06-15,774,0.0295,0,Alabama,AL,656,657,1,0,32.3182,-86.9023
651,663,2020-06-15,12,0.0181,0,Alaska,AK,3,3,0,0,61.3707,-152.4044
35641,36844,2020-06-15,1203,0.0327,0,Arizona,AZ,1126,1138,12,0,33.7298,-111.4312
12735,12917,2020-06-15,182,0.0141,0,Arkansas,AR,413,416,3,0,34.9697,-92.3731
150612,155726,2020-06-15,5114,0.0328,0,California,CA,3411,3426,15,0,36.1162,-119.6816
27679,29284,2020-06-15,1605,0.0548,0,Colorado,CO,162,169,7,0,39.0598,-105.3111
41031,45235,2020-06-15,4204,0.0929,0,Connecticut,CT,144,147,3,0,41.5978,-72.7554
9917,10340,2020-06-15,423,0.0409,0,Delaware,DE,75,76,1,0,39.3185,-75.5071
74388,77326,2020-06-15,2938,0.038,0,Florida,FL,1751,1758,7,0,27.7663,-81.6868
55920,58414,2020-06-15,2494,0.0427,0,Georgia,GA,690,733,43,0,33.0406,-83.6431
719,736,2020-06-15,17,0.0231,0,Hawaii,HI,8,8,0,0,21.0943,-157.4983
3312,3399,2020-06-15,87,0.0256,0,Idaho,ID,0,0,0,0,44.2405,-114.4788
126690,133016,2020-06-15,6326,0.0476,0,Illinois,IL,455,473,18,0,40.3495,-88.9861
37997,40430,2020-06-15,2433,0.0602,0,Indiana,IN,510,521,11,0,39.8494,-86.2583
23424,24082,2020-06-15,658,0.0273,0,Iowa,IA,150,156,6,0,42.0115,-93.2105
11073,11319,2020-06-15,246,0.0217,0,Kansas,KS,217,218,1,0,38.5266,-96.7265
12142,12647,2020-06-15,505,0.0399,0,Kentucky,KY,196,202,6,0,37.6681,-84.6701
44154,47172,2020-06-15,3018,0.064,0,Louisiana,LA,549,553,4,0,31.1695,-91.8678
2709,2810,2020-06-15,101,0.0359,0,Maine,ME,16,17,1,0,44.6939,-69.3819
59085,62032,2020-06-15,2947,0.0475,0,Maryland,MD,323,331,8,0,39.0639,-76.8021
98043,105690,2020-06-15,7647,0.0724,0,Massachusetts,MA,64,87,23,0,42.2302,-71.5301
60067,66085,2020-06-15,6018,0.0911,0,Michigan,MI,29,31,2,0,43.3266,-84.5361
29358,30693,2020-06-15,1335,0.0435,0,Minnesota,MN,216,222,6,0,45.6945,-93.9002
18904,19799,2020-06-15,895,0.0452,0,Mississippi,MS,279,283,4,0,32.7416,-89.6787
15724,16611,2020-06-15,887,0.0534,0,Missouri,MO,347,349,2,0,38.4561,-92.2884
590,609,2020-06-15,19,0.0312,0,Montana,MT,8,8,0,0,46.9219,-110.4544
16631,16851,2020-06-15,220,0.0131,0,Nebraska,NE,116,121,5,0,41.1254,-98.2681
10850,11315,2020-06-15,465,0.0411,0,Nevada,NV,112,114,2,0,38.3135,-117.0554
5025,5345,2020-06-15,320,0.0599,0,New Hampshire,NH,27,27,0,0,43.4525,-71.5639
154395,167103,2020-06-15,12708,0.076,0,New Jersey,NJ,173,222,49,0,40.2989,-74.5210
9405,9845,2020-06-15,440,0.0447,0,New Mexico,NM,117,122,5,0,34.8405,-106.2485
353088,383944,2020-06-15,30856,0.0804,0,New York,NY,589,620,31,0,42.1657,-74.9481
43974,45114,2020-06-15,1140,0.0253,0,North Carolina,NC,842,850,8,0,35.6301,-79.8064
3027,3101,2020-06-15,74,0.0239,0,North Dakota,ND,21,21,0,0,47.5289,-99.7840
39001,41576,2020-06-15,2575,0.0619,0,Ohio,OH,412,428,16,0,40.3888,-82.7649
8058,8417,2020-06-15,359,0.0427,0,Oklahoma,OK,186,186,0,0,35.5653,-96.9289
5640,5820,2020-06-15,180,0.0309,0,Oregon,OR,436,443,7,0,44.5720,-122.0709
77346,83589,2020-06-15,6243,0.0747,0,Pennsylvania,PA,358,386,28,0,40.5908,-77.2098
15242,16093,2020-06-15,851,0.0529,0,Rhode Island,RI,128,146,18,0,41.6809,-71.5118
18776,19378,2020-06-15,602,0.0311,0,South Carolina,SC,581,583,2,0,33.8569,-80.9450
5853,5928,2020-06-15,75,0.0127,0,South Dakota,SD,30,30,0,0,44.2998,-99.4388
30522,31004,2020-06-15,482,0.0155,0,Tennessee,TN,653,661,8,0,35.7478,-86.6923
88210,90211,2020-06-15,2001,0.0222,0,Texas,TX,1671,1688,17,0,31.0545,-97.5635
14465,14608,2020-06-15,143,0.0098,0,Utah,UT,291,295,4,0,40.1500,-111.8624
1073,1128,2020-06-15,55,0.0488,0,Vermont,VT,1,1,0,0,44.0459,-72.7107
53334,54886,2020-06-15,1552,0.0283,0,Virginia,VA,374,380,6,0,37.7693,-78.1700
24938,26158,2020-06-15,1220,0.0466,0,Washington,WA,321,324,3,0,47.4009,-121.4905
2234,2322,2020-06-15,88,0.0379,0,West Virginia,WV,32,32,0,0,38.4912,-80.9545
22238,22932,2020-06-15,694,0.0303,0,Wisconsin,WI,172,174,2,0,44.2685,-89.6165
1061,1079,2020-06-15,18,0.0167,0,Wyoming,WY,19,19,0,0,42.7560,-107.3025
37990,38962,2020-07-01,972,0.0249,0,Alabama,AL,895,917,22,0,32.3182,-86.9023
961,975,2020-07-01,14,0.0144,0,Alaska,AK,38,38,0,0,61.3707,-152.4044
82380,84105,2020-07-01,1725,0.0205,0,Arizona,AZ,4797,4877,80,0,33.7298,-111.4312
20920,21197,2020-07-01,277,0.0131,0,Arkansas,AR,413,420,7,0,34.9697,-92.3731
232512,238681,2020-07-01,6169,0.0258,0,California,CA,7362,7449,87,0,36.1162,-119.6816
31315,33012,2020-07-01,1697,0.0514,0,Colorado,CO,307,314,7,0,39.0598,-105.3111
42248,46572,2020-07-01,4324,0.0928,0,Connecticut,CT,56,58,2,0,41.5978,-72.7554
11001,11510,2020-07-01,509,0.0442,0,Delaware,DE,36,36,0,0,39.3185,-75.5071
155447,158997,2020-07-01,3550,0.0223,0,Florida,FL,6518,6563,45,0,27.7663,-81.6868
81415,84242,2020-07-01,2827,0.0336,0,Georgia,GA,2929,2951,22,0,33.0406,-83.6431
908,926,2020-07-01,18,0.0194,0,Hawaii,HI,9,9,0,0,21.0943,-157.4983
6278,6370,2020-07-01,92,0.0144,0,Idaho,ID,253,253,0,0,44.2405,-114.4788
137062,144013,2020-07-01,6951,0.0483,0,Illinois,IL,800,828,28,0,40.3495,-88.9861
43302,45952,2020-07-01,2650,0.0577,0,Indiana,IN,348,358,10,0,39.8494,-86.2583
28797,29514,2020-07-01,717,0.0243,0,Iowa,IA,439,440,1,0,42.0115,-93.2105
14553,14830,2020-07-01,277,0.0187,0,Kansas,KS,456,460,4,0,38.5266,-96.7265
15270,15842,2020-07-01,572,0.0361,0,Kentucky,KY,211,218,7,0,37.6681,-84.6701
56940,60178,2020-07-01,3238,0.0538,0,Louisiana,LA,2066,2083,17,0,31.1695,-91.8678
3189,3294,2020-07-01,105,0.0319,0,Maine,ME,41,41,0,0,44.6939,-69.3819
64713,67918,2020-07-01,3205,0.0472,0,Maryland,MD,344,359,15,0,39.0639,-76.8021
100829,108882,2020-07-01,8053,0.074,0,Massachusetts,MA,0,0,0,0,42.2302,-71.5301
64891,71089,2020-07-01,6198,0.0872,0,Michigan,MI,356,361,5,0,43.3266,-84.5361
35234,36716,2020-07-01,1482,0.0404,0,Minnesota,MN,407,413,6,0,45.6945,-93.9002
26818,27900,2020-07-01,1082,0.0388,0,Mississippi,MS,644,653,9,0,32.7416,-89.6787
20017,21035,2020-07-01,1018,0.0484,0,Missouri,MO,21,34,13,0,38.4561,-92.2884
994,1016,2020-07-01,22,0.0217,0,Montana,MT,49,49,0,0,46.9219,-110.4544
19034,19310,2020-07-01,276,0.0143,0,Nebraska,NE,131,133,2,0,41.1254,-98.2681
18590,19101,2020-07-01,511,0.0268,0,Nevada,NV,641,645,4,0,38.3135,-117.0554
5429,5802,2020-07-01,373,0.0643,0,New Hampshire,NH,18,20,2,0,43.4525,-71.5639
156850,171928,2020-07-01,15078,0.0877,0,New Jersey,NJ,218,261,43,0,40.2989,-74.5210
11776,12276,2020-07-01,500,0.0407,0,New Mexico,NM,126,129,3,0,34.8405,-106.2485
362036,394079,2020-07-01,32043,0.0813,0,New York,NY,614,625,11,0,42.1657,-74.9481
65353,66751,2020-07-01,1398,0.0209,0,North Carolina,NC,1406,1424,18,0,35.6301,-79.8064
3535,3615,2020-07-01,80,0.0221,0,North Dakota,ND,38,39,1,0,47.5289,-99.7840
49989,52865,2020-07-01,2876,0.0544,0,Ohio,OH,1063,1076,13,0,40.3888,-82.7649
13730,14119,2020-07-01,389,0.0276,0,Oklahoma,OK,360,362,2,0,35.5653,-96.9289
8723,8931,2020-07-01,208,0.0233,0,Oregon,OR,274,275,1,0,44.5720,-122.0709
85091,91775,2020-07-01,6684,0.0728,0,Pennsylvania,PA,601,636,35,0,40.5908,-77.2098
15897,16853,2020-07-01,956,0.0567,0,Rhode Island,RI,34,40,6,0,41.6809,-71.5118
37153,37919,2020-07-01,766,0.0202,0,South Carolina,SC,1493,1520,27,0,33.8569,-80.9450
6733,6826,2020-07-01,93,0.0136,0,South Dakota,SD,60,62,2,0,44.2998,-99.4388
44706,45315,2020-07-01,609,0.0134,0,Tennessee,TN,1801,1806,5,0,35.7478,-86.6923
169865,172368,2020-07-01,2503,0.0145,0,Texas,TX,9260,9308,48,0,31.0545,-97.5635
22543,22716,2020-07-01,173,0.0076,0,Utah,UT,498,499,1,0,40.1500,-111.8624
1154,1210,2020-07-01,56,0.0463,0,Vermont,VT,2,2,0,0,44.0459,-72.7107
61417,63203,2020-07-01,1786,0.0283,0,Virginia,VA,393,416,23,0,37.7693,-78.1700
32096,33435,2020-07-01,1339,0.04,0,Washington,WA,604,611,7,0,47.4009,-121.4905
2886,2979,2020-07-01,93,0.0312,0,West Virginia,WV,74,74,0,0,38.4912,-80.9545
28413,29199,2020-07-01,786,0.0269,0,Wisconsin,WI,538,540,2,0,44.2685,-89.6165
1494,1514,2020-07-01,20,0.0132,0,Wyoming,WY,27,27,0,0,42.7560,-107.3025
57856,59067,2020-07-15,1211,0.0205,0,Alabama,AL,1765,1812,47,0,32.3182,-86.9023
1614,1631,2020-07-15,17,0.0104,0,Alaska,AK,52,52,0,0,61.3707,-152.4044
128920,131354,2020-07-15,2434,0.0185,0,Arizona,AZ,3160,3257,97,0,33.7298,-111.4312
29962,30297,2020-07-15,335,0.0111,0,Arkansas,AR,481,485,4,0,34.9697,-92.3731
347510,354885,2020-07-15,7375,0.0208,0,California,CA,8549,8674,125,0,36.1162,-119.6816
36393,38137,2020-07-15,1744,0.0457,0,Colorado,CO,463,469,6,0,39.0598,-105.3111
43256,47636,2020-07-15,4380,0.0919,0,Connecticut,CT,98,106,8,0,41.5978,-72.7554
12529,13050,2020-07-15,521,0.0399,0,Delaware,DE,78,81,3,0,39.3185,-75.5071
297289,301810,2020-07-15,4521,0.015,0,Florida,FL,10069,10181,112,0,27.7663,-81.6868
124747,127838,2020-07-15,3091,0.0242,0,Georgia,GA,3838,3875,37,0,33.0406,-83.6431
1270,1292,2020-07-15,22,0.017,0,Hawaii,HI,28,28,0,0,21.0943,-157.4983
12339,12449,2020-07-15,110,0.0088,0,Idaho,ID,722,729,7,0,44.2405,-114.4788
150398,157825,2020-07-15,7427,0.0471,0,Illinois,IL,1179,1187,8,0,40.3495,-88.9861
50585,53370,2020-07-15,2785,0.0522,0,Indiana,IN,675,685,10,0,39.8494,-86.2583
35759,36536,2020-07-15,777,0.0213,0,Iowa,IA,650,670,20,0,42.0115,-93.2105
20045,20349,2020-07-15,304,0.0149,0,Kansas,KS,457,462,5,0,38.5266,-96.7265
20032,20677,2020-07-15,645,0.0312,0,Kentucky,KY,444,454,10,0,37.6681,-84.6701
80670,84131,2020-07-15,3461,0.0411,0,Louisiana,LA,2073,2089,16,0,31.1695,-91.8678
3464,3578,2020-07-15,114,0.0319,0,Maine,ME,12,12,0,0,44.6939,-69.3819
71675,75016,2020-07-15,3341,0.0445,0,Maryland,MD,749,756,7,0,39.0639,-76.8021
103979,112347,2020-07-15,8368,0.0745,0,Massachusetts,MA,189,217,28,0,42.2302,-71.5301
72583,78913,2020-07-15,6330,0.0802,0,Michigan,MI,1045,1049,4,0,43.3266,-84.5361
42184,43742,2020-07-15,1558,0.0356,0,Minnesota,MN,562,572,10,0,45.6945,-93.9002
37277,38567,2020-07-15,1290,0.0334,0,Mississippi,MS,1007,1025,18,0,32.7416,-89.6787
28938,30057,2020-07-15,1119,0.0372,0,Missouri,MO,812,817,5,0,38.4561,-92.2884
2062,2096,2020-07-15,34,0.0162,0,Montana,MT,144,144,0,0,46.9219,-110.4544
21688,21979,2020-07-15,291,0.0132,0,Nebraska,NE,257,262,5,0,41.1254,-98.2681
29850,30468,2020-07-15,618,0.0203,0,Nevada,NV,843,849,6,0,38.3135,-117.0554
5719,6113,2020-07-15,394,0.0645,0,New Hampshire,NH,20,22,2,0,43.4525,-71.5639
160644,176278,2020-07-15,15634,0.0887,0,New Jersey,NJ,311,363,52,0,40.2989,-74.5210
15284,15841,2020-07-15,557,0.0352,0,New Mexico,NM,321,327,6,0,34.8405,-106.2485
371579,404006,2020-07-15,32427,0.0803,0,New York,NY,812,831,19,0,42.1657,-74.9481
90248,91837,2020-07-15,1589,0.0173,0,North Carolina,NC,1819,1837,18,0,35.6301,-79.8064
4477,4565,2020-07-15,88,0.0193,0,North Dakota,ND,72,72,0,0,47.5289,-99.7840
66236,69311,2020-07-15,3075,0.0444,0,Ohio,OH,1310,1316,6,0,40.3888,-82.7649
22382,22814,2020-07-15,432,0.0189,0,Oklahoma,OK,1070,1074,4,0,35.5653,-96.9289
12834,13081,2020-07-15,247,0.0189,0,Oregon,OR,273,276,3,0,44.5720,-122.0709
95312,102269,2020-07-15,6957,0.068,0,Pennsylvania,PA,977,1003,26,0,40.5908,-77.2098
16653,17640,2020-07-15,987,0.056,0,Rhode Island,RI,50,52,2,0,41.6809,-71.5118
61247,62245,2020-07-15,998,0.016,0,South Carolina,SC,1851,1856,5,0,33.8569,-80.9450
7541,7652,2020-07-15,111,0.0145,0,South Dakota,SD,78,80,2,0,44.2998,-99.4388
68278,69061,2020-07-15,783,0.0113,0,Tennessee,TN,2257,2273,16,0,35.7478,-86.6923
286339,289837,2020-07-15,3498,0.0121,0,Texas,TX,10124,10260,136,0,31.0545,-97.5635
30658,30891,2020-07-15,233,0.0075,0,Utah,UT,406,413,7,0,40.1500,-111.8624
1262,1318,2020-07-15,56,0.0425,0,Vermont,VT,13,13,0,0,44.0459,-72.7107
71535,73527,2020-07-15,1992,0.0271,0,Virginia,VA,1069,1084,15,0,37.7693,-78.1700
41625,43046,2020-07-15,1421,0.033,0,Washington,WA,725,742,17,0,47.4009,-121.4905
4459,4557,2020-07-15,98,0.0215,0,West Virginia,WV,149,150,1,0,38.4912,-80.9545
37900,38727,2020-07-15,827,0.0214,0,Wisconsin,WI,820,821,1,0,44.2685,-89.6165
1963,1985,2020-07-15,22,0.0111,0,Wyoming,WY,35,35,0,0,42.7560,-107.3025
