Active,Confirmed,Date,Deaths,Fatality Rate,Recovered,State Name,State,Land Area (mi2),Population,Population Density,Per Capita Income,Median Household Income
21915,22511,2020-04-15,596,0.0265,0,Florida,FL,43794.01999999996,20568602.0,469.66690886107324,30222.61566148249,51245.5
33414,34728,2020-05-01,1314,0.0378,0,Florida,FL,43794.01999999996,20568602.0,469.66690886107324,30222.61566148249,51245.5
42221,44138,2020-05-15,1917,0.0434,0,Florida,FL,43794.01999999996,20568602.0,469.66690886107324,30222.61566148249,51245.5
54370,56830,2020-06-01,2460,0.0433,0,Florida,FL,43794.01999999996,20568602.0,469.66690886107324,30222.61566148249,51245.5
74388,77326,2020-06-15,2938,0.038,0,Florida,FL,43794.01999999996,20568602.0,469.66690886107324,30222.61566148249,51245.5
155447,158997,2020-07-01,3550,0.0223,0,Florida,FL,43794.01999999996,20568602.0,469.66690886107324,30222.61566148249,51245.5
297289,301810,2020-07-15,4521,0.015,0,Florida,FL,43794.01999999996,20568602.0,469.66690886107324,30222.61566148249,51245.5
98,99,2020-03-15,1,0.0101,0,Georgia,GA,54620.06000000001,10269257.0,188.0125543618956,29577.560408800757,45659.5
4499,4638,2020-04-01,139,0.03,0,Georgia,GA,54620.06000000001,10269257.0,188.0125543618956,29577.560408800757,45659.5
14435,14987,2020-04-15,552,0.0368,0,Georgia,GA,54620.06000000001,10269257.0,188.0125543618956,29577.560408800757,45659.5
26320,27489,2020-05-01,1169,0.0425,0,Georgia,GA,54620.06000000001,10269257.0,188.0125543618956,29577.560408800757,45659.5
35184,36772,2020-05-15,1588,0.0432,0,Georgia,GA,54620.06000000001,10269257.0,188.0125543618956,29577.560408800757,45659.5
45808,47902,2020-06-01,2094,0.0437,0,Georgia,GA,54620.06000000001,10269257.0,188.0125543618956,29577.560408800757,45659.5
55920,58414,2020-06-15,2494,0.0427,0,Georgia,GA,54620.06000000001,10269257.0,188.0125543618956,29577.560408800757,45659.5
81415,84242,2020-07-01,2827,0.0336,0,Georgia,GA,54620.06000000001,10269257.0,188.0125543618956,29577.560408800757,45659.5
124747,127838,2020-07-15,3091,0.0242,0,Georgia,GA,54620.06000000001,10269257.0,188.0125543618956,29577.560408800757,45659.5
6,6,2020-03-15,0,0.0,0,Hawaii,HI,5407.109999999999,1413437.0,261.40341143420426,34068.34048422392,72647.0
223,224,2020-04-01,1,0.0045,0,Hawaii,HI,5407.109999999999,1413437.0,261.40341143420426,34068.34048422392,72647.0
515,524,2020-04-15,9,0.0172,0,Hawaii,HI,5407.109999999999,1413437.0,261.40341143420426,34068.34048422392,72647.0
603,619,2020-05-01,16,0.0258,0,Hawaii,HI,5407.109999999999,1413437.0,261.40341143420426,34068.34048422392,72647.0
621,638,2020-05-15,17,0.0266,0,Hawaii,HI,5407.109999999999,1413437.0,261.40341143420426,34068.34048422392,72647.0
635,652,2020-06-01,17,0.0261,0,Hawaii,HI,5407.109999999999,1413437.0,261.40341143420426,34068.34048422392,72647.0
719,736,2020-06-15,17,0.0231,0,Hawaii,HI,5407.109999999999,1413437.0,261.40341143420426,34068.34048422392,72647.0
908,926,2020-07-01,18,0.0194,0,Hawaii,HI,5407.109999999999,1413437.0,261.40341143420426,34068.34048422392,72647.0
1270,1292,2020-07-15,22,0.017,0,Hawaii,HI,5407.109999999999,1413437.0,261.40341143420426,34068.34048422392,72647.0
5,5,2020-03-15,0,0.0,0,Idaho,ID,57703.41000000002,1681075.0,29.133026973622517,26818.121496661362,50498.0
557,566,2020-04-01,9,0.0159,0,Idaho,ID,57703.41000000002,1681075.0,29.133026973622517,26818.121496661362,50498.0
1434,1473,2020-04-15,39,0.0265,0,Idaho,ID,57703.41000000002,1681075.0,29.133026973622517,26818.121496661362,50498.0
1952,2015,2020-05-01,63,0.0313,0,Idaho,ID,57703.41000000002,1681075.0,29.133026973622517,26818.121496661362,50498.0
2279,2351,2020-05-15,72,0.0306,0,Idaho,ID,57703.41000000002,1681075.0,29.133026973622517,26818.121496661362,50498.0
2757,2839,2020-06-01,82,0.0289,0,Idaho,ID,57703.41000000002,1681075.0,29.133026973622517,26818.121496661362,50498.0
3312,3399,2020-06-15,87,0.0256,0,Idaho,ID,57703.41000000002,1681075.0,29.133026973622517,26818.121496661362,50498.0
6278,6370,2020-07-01,92,0.0144,0,Idaho,ID,57703.41000000002,1681075.0,29.133026973622517,26818.121496661362,50498.0
12339,12449,2020-07-15,110,0.0088,0,Idaho,ID,57703.41000000002,1681075.0,29.133026973622517,26818.121496661362,50498.0
91,93,2020-03-15,0,0.0,2,Illinois,IL,54896.87000000009,12815484.0,233.44653347267302,34465.476246234626,58177.0
6839,6980,2020-04-01,141,0.0202,0,Illinois,IL,54896.87000000009,12815484.0,233.44653347267302,34465.476246234626,58177.0
23644,24593,2020-04-15,949,0.0386,0,Illinois,IL,54896.87000000009,12815484.0,233.44653347267302,34465.476246234626,58177.0
53598,56055,2020-05-01,2457,0.0438,0,Illinois,IL,54896.87000000009,12815484.0,233.44653347267302,34465.476246234626,58177.0
86310,90369,2020-05-15,4059,0.0449,0,Illinois,IL,54896.87000000009,12815484.0,233.44653347267302,34465.476246234626,58177.0
115822,121234,2020-06-01,5412,0.0446,0,Illinois,IL,54896.87000000009,12815484.0,233.44653347267302,34465.476246234626,58177.0
126690,133016,2020-06-15,6326,0.0476,0,Illinois,IL,54896.87000000009,12815484.0,233.44653347267302,34465.476246234626,58177.0
137062,144013,2020-07-01,6951,0.0483,0,Illinois,IL,54896.87000000009,12815484.0,233.44653347267302,34465.476246234626,58177.0
150398,157825,2020-07-15,7427,0.0471,0,Illinois,IL,54896.87000000009,12815484.0,233.44653347267302,34465.476246234626,58177.0
20,20,2020-03-15,0,0.0,0,Indiana,IN,35552.99000000001,6617843.0,186.14026555853664,28500.651492336703,54187.0
2499,2564,2020-04-01,65,0.0254,0,Indiana,IN,35552.99000000001,6617843.0,186.14026555853664,28500.651492336703,54187.0
8524,8960,2020-04-15,436,0.0487,0,Indiana,IN,35552.99000000001,6617843.0,186.14026555853664,28500.651492336703,54187.0
17455,18630,2020-05-01,1175,0.0631,0,Indiana,IN,35552.99000000001,6617843.0,186.14026555853664,28500.651492336703,54187.0
24965,26656,2020-05-15,1691,0.0634,0,Indiana,IN,35552.99000000001,6617843.0,186.14026555853664,28500.651492336703,54187.0
32687,34830,2020-06-01,2143,0.0615,0,Indiana,IN,35552.99000000001,6617843.0,186.14026555853664,28500.651492336703,54187.0
37997,40430,2020-06-15,2433,0.0602,0,Indiana,IN,35552.99000000001,6617843.0,186.14026555853664,28500.651492336703,54187.0
43302,45952,2020-07-01,2650,0.0577,0,Indiana,IN,35552.99000000001,6617843.0,186.14026555853664,28500.651492336703,54187.0
50585,53370,2020-07-15,2785,0.0522,0,Indiana,IN,35552.99000000001,6617843.0,186.14026555853664,28500.651492336703,54187.0
18,18,2020-03-15,0,0.0,0,Iowa,IA,55885.35000000005,3123899.0,55.898352609404746,31152.231026675316,57155.0
538,547,2020-04-01,9,0.0165,0,Iowa,IA,55885.35000000005,3123899.0,55.898352609404746,31152.231026675316,57155.0
1942,1995,2020-04-15,53,0.0266,0,Iowa,IA,55885.35000000005,3123899.0,55.898352609404746,31152.231026675316,57155.0
7714,7884,2020-05-01,170,0.0216,0,Iowa,IA,55885.35000000005,3123899.0,55.898352609404746,31152.231026675316,57155.0
13713,14049,2020-05-15,336,0.0239,0,Iowa,IA,55885.35000000005,3123899.0,55.898352609404746,31152.231026675316,57155.0
19144,19699,2020-06-01,555,0.0282,0,Iowa,IA,55885.35000000005,3123899.0,55.898352609404746,31152.231026675316,57155.0
23424,24082,2020-06-15,658,0.0273,0,Iowa,IA,55885.35000000005,3123899.0,55.898352609404746,31152.231026675316,57155.0
28797,29514,2020-07-01,717,0.0243,0,Iowa,IA,55885.35000000005,3123899.0,55.898352609404746,31152.231026675316,57155.0
35759,36536,2020-07-15,777,0.0213,0,Iowa,IA,55885.35000000005,3123899.0,55.898352609404746,31152.231026675316,57155.0
7,8,2020-03-15,1,0.125,0,Kansas,KS,79915.15999999996,2898597.0,36.270927818952025,30820.627634679815,52708.0
475,485,2020-04-01,10,0.0206,0,Kansas,KS,79915.15999999996,2898597.0,36.270927818952025,30820.627634679815,52708.0
1433,1504,2020-04-15,71,0.0472,0,Kansas,KS,79915.15999999996,2898597.0,36.270927818952025,30820.627634679815,52708.0
4494,4634,2020-05-01,140,0.0302,0,Kansas,KS,79915.15999999996,2898597.0,36.270927818952025,30820.627634679815,52708.0
7693,7886,2020-05-15,193,0.0245,0,Kansas,KS,79915.15999999996,2898597.0,36.270927818952025,30820.627634679815,52708.0
9703,9920,2020-06-01,217,0.0219,0,Kansas,KS,79915.15999999996,2898597.0,36.270927818952025,30820.627634679815,52708.0
11073,11319,2020-06-15,246,0.0217,0,Kansas,KS,79915.15999999996,2898597.0,36.270927818952025,30820.627634679815,52708.0
14553,14830,2020-07-01,277,0.0187,0,Kansas,KS,79915.15999999996,2898597.0,36.270927818952025,30820.627634679815,52708.0
20045,20349,2020-07-15,304,0.0149,0,Kansas,KS,79915.15999999996,2898597.0,36.270927818952025,30820.627634679815,52708.0
20,20,2020-03-15,0,0.0,0,Kentucky,KY,38258.940000000046,4415535.0,115.41184883846742,27028.399129890262,41392.0
614,632,2020-04-01,18,0.0285,0,Kentucky,KY,38258.940000000046,4415535.0,115.41184883846742,27028.399129890262,41392.0
2095,2210,2020-04-15,115,0.052000000000000005,0,Kentucky,KY,38258.940000000046,4415535.0,115.41184883846742,27028.399129890262,41392.0
4636,4882,2020-05-01,246,0.0504,0,Kentucky,KY,38258.940000000046,4415535.0,115.41184883846742,27028.399129890262,41392.0
7112,7444,2020-05-15,332,0.0446,0,Kentucky,KY,38258.940000000046,4415535.0,115.41184883846742,27028.399129890262,41392.0
9607,10046,2020-06-01,439,0.0437,0,Kentucky,KY,38258.940000000046,4415535.0,115.41184883846742,27028.399129890262,41392.0
12142,12647,2020-06-15,505,0.0399,0,Kentucky,KY,38258.940000000046,4415535.0,115.41184883846742,27028.399129890262,41392.0
15270,15842,2020-07-01,572,0.0361,0,Kentucky,KY,38258.940000000046,4415535.0,115.41184883846742,27028.399129890262,41392.0
20032,20677,2020-07-15,645,0.0312,0,Kentucky,KY,38258.940000000046,4415535.0,115.41184883846742,27028.399129890262,41392.0
89,91,2020-03-15,2,0.022000000000000002,0,Louisiana,LA,39519.98000000002,4648805.0,117.63176499583244,27057.073508783444,44100.5
6151,6424,2020-04-01,273,0.0425,0,Louisiana,LA,39519.98000000002,4648805.0,117.63176499583244,27057.073508783444,44100.5
20848,21951,2020-04-15,1103,0.0502,0,Louisiana,LA,39519.98000000002,4648805.0,117.63176499583244,27057.073508783444,44100.5
26741,28711,2020-05-01,1970,0.0686,0,Louisiana,LA,39519.98000000002,4648805.0,117.63176499583244,27057.073508783444,44100.5
31389,33837,2020-05-15,2448,0.0723,0,Louisiana,LA,39519.98000000002,4648805.0,117.63176499583244,27057.073508783444,44100.5
37540,40341,2020-06-01,2801,0.0694,0,Louisiana,LA,39519.98000000002,4648805.0,117.63176499583244,27057.073508783444,44100.5
44154,47172,2020-06-15,3018,0.064,0,Louisiana,LA,39519.98000000002,4648805.0,117.63176499583244,27057.073508783444,44100.5
56940,60178,2020-07-01,3238,0.0538,0,Louisiana,LA,39519.98000000002,4648805.0,117.63176499583244,27057.073508783444,44100.5
80670,84131,2020-07-15,3461,0.0411,0,Louisiana,LA,39519.98000000002,4648805.0,117.63176499583244,27057.073508783444,44100.5
12,12,2020-03-15,0,0.0,0,Maine,ME,24167.14000000001,1327995.0,54.95044097067338,31282.03088415242,51875.0
298,303,2020-04-01,5,0.0165,0,Maine,ME,24167.14000000001,1327995.0,54.95044097067338,31282.03088415242,51875.0
746,770,2020-04-15,24,0.0312,0,Maine,ME,24167.14000000001,1327995.0,54.95044097067338,31282.03088415242,51875.0
1068,1123,2020-05-01,55,0.049,0,Maine,ME,24167.14000000001,1327995.0,54.95044097067338,31282.03088415242,51875.0
1534,1603,2020-05-15,69,0.043,0,Maine,ME,24167.14000000001,1327995.0,54.95044097067338,31282.03088415242,51875.0
2260,2349,2020-06-01,89,0.0379,0,Maine,ME,24167.14000000001,1327995.0,54.95044097067338,31282.03088415242,51875.0
2709,2810,2020-06-15,101,0.0359,0,Maine,ME,24167.14000000001,1327995.0,54.95044097067338,31282.03088415242,51875.0
3189,3294,2020-07-01,105,0.0319,0,Maine,ME,24167.14000000001,1327995.0,54.95044097067338,31282.03088415242,51875.0
3464,3578,2020-07-15,114,0.0319,0,Maine,ME,24167.14000000001,1327995.0,54.95044097067338,31282.03088415242,51875.0
32,32,2020-03-15,0,0.0,0,Maryland,MD,9529.869999999997,5978351.0,627.3276550467112,40641.71298356353,80976.5
1955,1986,2020-04-01,31,0.0156,0,Maryland,MD,9529.869999999997,5978351.0,627.3276550467112,40641.71298356353,80976.5
9721,10032,2020-04-15,311,0.031,0,Maryland,MD,9529.869999999997,5978351.0,627.3276550467112,40641.71298356353,80976.5
22392,23472,2020-05-01,1080,0.046,0,Maryland,MD,9529.869999999997,5978351.0,627.3276550467112,40641.71298356353,80976.5
35075,36986,2020-05-15,1911,0.0517,0,Maryland,MD,9529.869999999997,5978351.0,627.3276550467112,40641.71298356353,80976.5
50775,53327,2020-06-01,2552,0.0479,0,Maryland,MD,9529.869999999997,5978351.0,627.3276550467112,40641.71298356353,80976.5
59085,62032,2020-06-15,2947,0.0475,0,Maryland,MD,9529.869999999997,5978351.0,627.3276550467112,40641.71298356353,80976.5
64713,67918,2020-07-01,3205,0.0472,0,Maryland,MD,9529.869999999997,5978351.0,627.3276550467112,40641.71298356353,80976.5
71675,75016,2020-07-15,3341,0.0445,0,Maryland,MD,9529.869999999997,5978351.0,627.3276550467112,40641.71298356353,80976.5
163,164,2020-03-15,0,0.0,1,Massachusetts,MA,7740.87000000001,6813145.0,880.1523601352292,41878.868831941785,81742.5
7616,7738,2020-04-01,122,0.0158,0,Massachusetts,MA,7740.87000000001,6813145.0,880.1523601352292,41878.868831941785,81742.5
28810,29918,2020-04-15,1108,0.037000000000000005,0,Massachusetts,MA,7740.87000000001,6813145.0,880.1523601352292,41878.868831941785,81742.5
60595,64311,2020-05-01,3716,0.0578,0,Massachusetts,MA,7740.87000000001,6813145.0,880.1523601352292,41878.868831941785,81742.5
77829,83421,2020-05-15,5592,0.067,0,Massachusetts,MA,7740.87000000001,6813145.0,880.1523601352292,41878.868831941785,81742.5
93770,100805,2020-06-01,7035,0.0698,0,Massachusetts,MA,7740.87000000001,6813145.0,880.1523601352292,41878.868831941785,81742.5
98043,105690,2020-06-15,7647,0.0724,0,Massachusetts,MA,7740.87000000001,6813145.0,880.1523601352292,41878.868831941785,81742.5
100829,108882,2020-07-01,8053,0.07400000000000001,0,Massachusetts,MA,7740.87000000001,6813145.0,880.1523601352292,41878.868831941785,81742.5
103979,112347,2020-07-15,8368,0.0745,0,Massachusetts,MA,7740.87000000001,6813145.0,880.1523601352292,41878.868831941785,81742.5
33,33,2020-03-15,0,0.0,0,Michigan,MI,55526.859999999964,9935027.0,178.92290325799095,30369.333746752778,52203.0
8980,9315,2020-04-01,335,0.036000000000000004,0,Michigan,MI,55526.859999999964,9935027.0,178.92290325799095,30369.333746752778,52203.0
26138,28059,2020-04-15,1921,0.0685,0,Michigan,MI,55526.859999999964,9935027.0,178.92290325799095,30369.333746752778,52203.0
38490,42356,2020-05-01,3866,0.0913,0,Michigan,MI,55526.859999999964,9935027.0,178.92290325799095,30369.333746752778,52203.0
45254,50079,2020-05-15,4825,0.0963,0,Michigan,MI,55526.859999999964,9935027.0,178.92290325799095,30369.333746752778,52203.0
52016,57532,2020-06-01,5516,0.0959,0,Michigan,MI,55526.859999999964,9935027.0,178.92290325799095,30369.333746752778,52203.0
60067,66085,2020-06-15,6018,0.0911,0,Michigan,MI,55526.859999999964,9935027.0,178.92290325799095,30369.333746752778,52203.0
64891,71089,2020-07-01,6198,0.0872,0,Michigan,MI,55526.859999999964,9935027.0,178.92290325799095,30369.333746752778,52203.0
72583,78913,2020-07-15,6330,0.0802,0,Michigan,MI,55526.859999999964,9935027.0,178.92290325799095,30369.333746752778,52203.0
35,35,2020-03-15,0,0.0,0,Minnesota,MN,77477.42999999996,5523621.0,71.29329147856353,36262.683567355554,60000.0
672,689,2020-04-01,17,0.0247,0,Minnesota,MN,77477.42999999996,5523621.0,71.29329147856353,36262.683567355554,60000.0
1722,1809,2020-04-15,87,0.0481,0,Minnesota,MN,77477.42999999996,5523621.0,71.29329147856353,36262.683567355554,60000.0
5360,5730,2020-05-01,370,0.0646,0,Minnesota,MN,77477.42999999996,5523621.0,71.29329147856353,36262.683567355554,60000.0
13548,14240,2020-05-15,692,0.0486,0,Minnesota,MN,77477.42999999996,5523621.0,71.29329147856353,36262.683567355554,60000.0
24148,25208,2020-06-01,1060,0.0421,0,Minnesota,MN,77477.42999999996,5523621.0,71.29329147856353,36262.683567355554,60000.0
29358,30693,2020-06-15,1335,0.0435,0,Minnesota,MN,77477.42999999996,5523621.0,71.29329147856353,36262.683567355554,60000.0
35234,36716,2020-07-01,1482,0.0404,0,Minnesota,MN,77477.42999999996,5523621.0,71.29329147856353,36262.683567355554,60000.0
42184,43742,2020-07-15,1558,0.0356,0,Minnesota,MN,77477.42999999996,5523621.0,71.29329147856353,36262.683567355554,60000.0
10,10,2020-03-15,0,0.0,0,Mississippi,MS,45729.42000000001,2962109.0,64.77468990422358,23556.90740550061,38418.0
1051,1073,2020-04-01,22,0.0205,0,Mississippi,MS,45729.42000000001,2962109.0,64.77468990422358,23556.90740550061,38418.0
3238,3360,2020-04-15,122,0.0363,0,Mississippi,MS,45729.42000000001,2962109.0,64.77468990422358,23556.90740550061,38418.0
6931,7212,2020-05-01,281,0.039,0,Mississippi,MS,45729.42000000001,2962109.0,64.77468990422358,23556.90740550061,38418.0
10308,10801,2020-05-15,493,0.0456,0,Mississippi,MS,45729.42000000001,2962109.0,64.77468990422358,23556.90740550061,38418.0
15013,15752,2020-06-01,739,0.0469,0,Mississippi,MS,45729.42000000001,2962109.0,64.77468990422358,23556.90740550061,38418.0
18904,19799,2020-06-15,895,0.0452,0,Mississippi,MS,45729.42000000001,2962109.0,64.77468990422358,23556.90740550061,38418.0
26818,27900,2020-07-01,1082,0.0388,0,Mississippi,MS,45729.42000000001,2962109.0,64.77468990422358,23556.90740550061,38418.0
37277,38567,2020-07-15,1290,0.0334,0,Mississippi,MS,45729.42000000001,2962109.0,64.77468990422358,23556.90740550061,38418.0
5,5,2020-03-15,0,0.0,0,Missouri,MO,67799.50000000006,6082527.0,89.71344921422718,29545.077012728427,47344.0
1595,1613,2020-04-01,18,0.0112,0,Missouri,MO,67799.50000000006,6082527.0,89.71344921422718,29545.077012728427,47344.0
4638,4791,2020-04-15,153,0.0319,0,Missouri,MO,67799.50000000006,6082527.0,89.71344921422718,29545.077012728427,47344.0
7707,8067,2020-05-01,360,0.0446,0,Missouri,MO,67799.50000000006,6082527.0,89.71344921422718,29545.077012728427,47344.0
10185,10766,2020-05-15,581,0.054000000000000006,0,Missouri,MO,67799.50000000006,6082527.0,89.71344921422718,29545.077012728427,47344.0
12948,13724,2020-06-01,776,0.0565,0,Missouri,MO,67799.50000000006,6082527.0,89.71344921422718,29545.077012728427,47344.0
15724,16611,2020-06-15,887,0.0534,0,Missouri,MO,67799.50000000006,6082527.0,89.71344921422718,29545.077012728427,47344.0
20017,21035,2020-07-01,1018,0.0484,0,Missouri,MO,67799.50000000006,6082527.0,89.71344921422718,29545.077012728427,47344.0
28938,30057,2020-07-15,1119,0.0372,0,Missouri,MO,67799.50000000006,6082527.0,89.71344921422718,29545.077012728427,47344.0
7,7,2020-03-15,0,0.0,0,Montana,MT,135639.84999999998,1038180.0,7.653945356029222,29784.2346866632,49833.0
202,208,2020-04-01,6,0.0288,0,Montana,MT,135639.84999999998,1038180.0,7.653945356029222,29784.2346866632,49833.0
397,404,2020-04-15,7,0.0173,0,Montana,MT,135639.84999999998,1038180.0,7.653945356029222,29784.2346866632,49833.0
437,453,2020-05-01,16,0.0353,0,Montana,MT,135639.84999999998,1038180.0,7.653945356029222,29784.2346866632,49833.0
450,466,2020-05-15,16,0.0343,0,Montana,MT,135639.84999999998,1038180.0,7.653945356029222,29784.2346866632,49833.0
502,519,2020-06-01,17,0.0328,0,Montana,MT,135639.84999999998,1038180.0,7.653945356029222,29784.2346866632,49833.0
590,609,2020-06-15,19,0.0312,0,Montana,MT,135639.84999999998,1038180.0,7.653945356029222,29784.2346866632,49833.0
994,1016,2020-07-01,22,0.0217,0,Montana,MT,135639.84999999998,1038180.0,7.653945356029222,29784.2346866632,49833.0
2062,2096,2020-07-15,34,0.0162,0,Montana,MT,135639.84999999998,1038180.0,7.653945356029222,29784.2346866632,49833.0
17,17,2020-03-15,0,0.0,0,Nebraska,NE,76243.49000000006,1900182.0,24.922547485693517,31121.371768072746,55236.0
206,210,2020-04-01,4,0.019,0,Nebraska,NE,76243.49000000006,1900182.0,24.922547485693517,31121.371768072746,55236.0
881,901,2020-04-15,20,0.0222,0,Nebraska,NE,76243.49000000006,1900182.0,24.922547485693517,31121.371768072746,55236.0
4935,5008,2020-05-01,73,0.0146,0,Nebraska,NE,76243.49000000006,1900182.0,24.922547485693517,31121.371768072746,55236.0
9497,9610,2020-05-15,113,0.0118,0,Nebraska,NE,76243.49000000006,1900182.0,24.922547485693517,31121.371768072746,55236.0
14175,14345,2020-06-01,170,0.0119,0,Nebraska,NE,76243.49000000006,1900182.0,24.922547485693517,31121.371768072746,55236.0
16631,16851,2020-06-15,220,0.0131,0,Nebraska,NE,76243.49000000006,1900182.0,24.922547485693517,31121.371768072746,55236.0
19034,19310,2020-07-01,276,0.0143,0,Nebraska,NE,76243.49000000006,1900182.0,24.922547485693517,31121.371768072746,55236.0
21688,21979,2020-07-15,291,0.0132,0,Nebraska,NE,76243.49000000006,1900182.0,24.922547485693517,31121.371768072746,55236.0
24,24,2020-03-15,0,0.0,0,Nevada,NV,46110.79999999998,2919544.0,63.3158392393973,29960.53002866201,58663.5
1248,1279,2020-04-01,31,0.0242,0,Nevada,NV,46110.79999999998,2919544.0,63.3158392393973,29960.53002866201,58663.5
3080,3211,2020-04-15,131,0.0408,0,Nevada,NV,46110.79999999998,2919544.0,63.3158392393973,29960.53002866201,58663.5
5002,5248,2020-05-01,246,0.0469,0,Nevada,NV,46110.79999999998,2919544.0,63.3158392393973,29960.53002866201,58663.5
6390,6733,2020-05-15,343,0.0509,0,Nevada,NV,46110.79999999998,2919544.0,63.3158392393973,29960.53002866201,58663.5
8285,8702,2020-06-01,417,0.0479,0,Nevada,NV,46110.79999999998,2919544.0,63.3158392393973,29960.53002866201,58663.5
10850,11315,2020-06-15,465,0.0411,0,Nevada,NV,46110.79999999998,2919544.0,63.3158392393973,29960.53002866201,58663.5
18590,19101,2020-07-01,511,0.0268,0,Nevada,NV,46110.79999999998,2919544.0,63.3158392393973,29960.53002866201,58663.5
29850,30468,2020-07-15,618,0.0203,0,Nevada,NV,46110.79999999998,2919544.0,63.3158392393973,29960.53002866201,58663.5
13,13,2020-03-15,0,0.0,0,New Hampshire,NH,9077.059999999996,1343068.0,147.96288666154027,38543.62654310877,73318.0
364,367,2020-04-01,3,0.0082,0,New Hampshire,NH,9077.059999999996,1343068.0,147.96288666154027,38543.62654310877,73318.0
1107,1139,2020-04-15,32,0.0281,0,New Hampshire,NH,9077.059999999996,1343068.0,147.96288666154027,38543.62654310877,73318.0
2229,2310,2020-05-01,81,0.0351,0,New Hampshire,NH,9077.059999999996,1343068.0,147.96288666154027,38543.62654310877,73318.0
3302,3453,2020-05-15,151,0.0437,0,New Hampshire,NH,9077.059999999996,1343068.0,147.96288666154027,38543.62654310877,73318.0
4440,4685,2020-06-01,245,0.0523,0,New Hampshire,NH,9077.059999999996,1343068.0,147.96288666154027,38543.62654310877,73318.0
5025,5345,2020-06-15,320,0.0599,0,New Hampshire,NH,9077.059999999996,1343068.0,147.96288666154027,38543.62654310877,73318.0
5429,5802,2020-07-01,373,0.0643,0,New Hampshire,NH,9077.059999999996,1343068.0,147.96288666154027,38543.62654310877,73318.0
5719,6113,2020-07-15,394,0.0645,0,New Hampshire,NH,9077.059999999996,1343068.0,147.96288666154027,38543.62654310877,73318.0
96,98,2020-03-15,2,0.0204,0,New Jersey,NJ,7048.309999999997,8876621.0,1259.397075327278,40906.77543538245,88126.5
21900,22255,2020-04-01,355,0.016,0,New Jersey,NJ,7048.309999999997,8876621.0,1259.397075327278,40906.77543538245,88126.5
67874,71030,2020-04-15,3156,0.0444,0,New Jersey,NJ,7048.309999999997,8876621.0,1259.397075327278,40906.77543538245,88126.5
113652,121190,2020-05-01,7538,0.0622,0,New Jersey,NJ,7048.309999999997,8876621.0,1259.397075327278,40906.77543538245,88126.5
133836,143984,2020-05-15,10148,0.0705,0,New Jersey,NJ,7048.309999999997,8876621.0,1259.397075327278,40906.77543538245,88126.5
149195,160918,2020-06-01,11723,0.0729,0,New Jersey,NJ,7048.309999999997,8876621.0,1259.397075327278,40906.77543538245,88126.5
154395,167103,2020-06-15,12708,0.076,0,New Jersey,NJ,7048.309999999997,8876621.0,1259.397075327278,40906.77543538245,88126.5
156850,171928,2020-07-01,15078,0.0877,0,New Jersey,NJ,7048.309999999997,8876621.0,1259.397075327278,40906.77543538245,88126.5
160644,176278,2020-07-15,15634,0.0887,0,New Jersey,NJ,7048.309999999997,8876621.0,1259.397075327278,40906.77543538245,88126.5
13,13,2020-03-15,0,0.0,0,New Mexico,NM,85632.24,2027014.0,23.67115469594162,26314.412198435733,41144.0
335,340,2020-04-01,5,0.0147,0,New Mexico,NM,85632.24,2027014.0,23.67115469594162,26314.412198435733,41144.0
1448,1484,2020-04-15,36,0.0243,0,New Mexico,NM,85632.24,2027014.0,23.67115469594162,26314.412198435733,41144.0
3382,3513,2020-05-01,131,0.0373,0,New Mexico,NM,85632.24,2027014.0,23.67115469594162,26314.412198435733,41144.0
5409,5662,2020-05-15,253,0.0447,0,New Mexico,NM,85632.24,2027014.0,23.67115469594162,26314.412198435733,41144.0
7438,7800,2020-06-01,362,0.0464,0,New Mexico,NM,85632.24,2027014.0,23.67115469594162,26314.412198435733,41144.0
9405,9845,2020-06-15,440,0.0447,0,New Mexico,NM,85632.24,2027014.0,23.67115469594162,26314.412198435733,41144.0
11776,12276,2020-07-01,500,0.0407,0,New Mexico,NM,85632.24,2027014.0,23.67115469594162,26314.412198435733,41144.0
15284,15841,2020-07-15,557,0.0352,0,New Mexico,NM,85632.24,2027014.0,23.67115469594162,26314.412198435733,41144.0
729,732,2020-03-15,3,0.0041,0,New York,NY,46111.540000000066,19558293.0,424.1518066843998,37535.13102206824,61714.0
82007,83948,2020-04-01,1941,0.0231,0,New York,NY,46111.540000000066,19558293.0,424.1518066843998,37535.13102206824,61714.0
202837,214454,2020-04-15,11617,0.0542,0,New York,NY,46111.540000000066,19558293.0,424.1518066843998,37535.13102206824,61714.0
284275,308314,2020-05-01,24039,0.078,0,New York,NY,46111.540000000066,19558293.0,424.1518066843998,37535.13102206824,61714.0
317935,345813,2020-05-15,27878,0.0806,0,New York,NY,46111.540000000066,19558293.0,424.1518066843998,37535.13102206824,61714.0
341794,371711,2020-06-01,29917,0.0805,0,New York,NY,46111.540000000066,19558293.0,424.1518066843998,37535.13102206824,61714.0
353088,383944,2020-06-15,30856,0.0804,0,New York,NY,46111.540000000066,19558293.0,424.1518066843998,37535.13102206824,61714.0
362036,394079,2020-07-01,32043,0.0813,0,New York,NY,46111.540000000066,19558293.0,424.1518066843998,37535.13102206824,61714.0
371579,404006,2020-07-15,32427,0.0803,0,New York,NY,46111.540000000066,19558293.0,424.1518066843998,37535.13102206824,61714.0
