Active,Confirmed,Date,Deaths,Fatality Rate,Recovered,State Name,State,Active Diff,Confirmed Diff,Deaths Diff,Recovered Diff,Lat,Lon,Land Area (mi2),Population,Population Density,Per Capita Income,Median Household Income
0,0,2020-03-10,0,0.0,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
0,0,2020-03-11,0,0.0,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
0,0,2020-03-12,0,0.0,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1,1,2020-03-13,0,0.0,0,Alaska,AK,1,1,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1,1,2020-03-15,0,0.0,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1,1,2020-03-16,0,0.0,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
3,3,2020-03-17,0,0.0,0,Alaska,AK,2,2,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
6,6,2020-03-18,0,0.0,0,Alaska,AK,3,3,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
9,9,2020-03-19,0,0.0,0,Alaska,AK,3,3,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
12,12,2020-03-20,0,0.0,0,Alaska,AK,3,3,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
15,15,2020-03-21,0,0.0,0,Alaska,AK,3,3,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
20,20,2020-03-22,0,0.0,0,Alaska,AK,5,5,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
30,30,2020-03-23,0,0.0,0,Alaska,AK,10,10,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
34,34,2020-03-24,0,0.0,0,Alaska,AK,4,4,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
40,41,2020-03-25,1,0.0244,0,Alaska,AK,6,7,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
55,56,2020-03-26,1,0.0179,0,Alaska,AK,15,15,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
57,58,2020-03-27,1,0.0172,0,Alaska,AK,2,2,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
83,85,2020-03-28,2,0.0235,0,Alaska,AK,26,27,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
100,102,2020-03-29,2,0.0196,0,Alaska,AK,17,17,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
111,114,2020-03-30,3,0.0263,0,Alaska,AK,11,12,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
116,119,2020-03-31,3,0.0252,0,Alaska,AK,5,5,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
129,132,2020-04-01,3,0.0227,0,Alaska,AK,13,13,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
140,143,2020-04-02,3,0.021,0,Alaska,AK,11,11,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
154,157,2020-04-03,3,0.0191,0,Alaska,AK,14,14,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
166,171,2020-04-04,5,0.0292,0,Alaska,AK,12,14,2,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
179,185,2020-04-05,6,0.0324,0,Alaska,AK,13,14,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
184,190,2020-04-06,6,0.0316,0,Alaska,AK,5,5,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
207,213,2020-04-07,6,0.0282,0,Alaska,AK,23,23,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
219,226,2020-04-08,7,0.031,0,Alaska,AK,12,13,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
228,235,2020-04-09,7,0.0298,0,Alaska,AK,9,9,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
239,246,2020-04-10,7,0.0285,0,Alaska,AK,11,11,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
249,257,2020-04-11,8,0.0311,0,Alaska,AK,10,11,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
264,272,2020-04-12,8,0.0294,0,Alaska,AK,15,15,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
269,277,2020-04-13,8,0.0289,0,Alaska,AK,5,5,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
276,285,2020-04-14,9,0.0316,0,Alaska,AK,7,8,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
284,293,2020-04-15,9,0.0307,0,Alaska,AK,8,8,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
291,300,2020-04-16,9,0.03,0,Alaska,AK,7,7,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
300,309,2020-04-17,9,0.0291,0,Alaska,AK,9,9,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
305,314,2020-04-18,9,0.0287,0,Alaska,AK,5,5,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
310,319,2020-04-19,9,0.0282,0,Alaska,AK,5,5,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
312,321,2020-04-20,9,0.027999999999999997,0,Alaska,AK,2,2,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
320,329,2020-04-21,9,0.0274,0,Alaska,AK,8,8,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
326,335,2020-04-22,9,0.0269,0,Alaska,AK,6,6,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
328,337,2020-04-23,9,0.0267,0,Alaska,AK,2,2,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
330,339,2020-04-24,9,0.0265,0,Alaska,AK,2,2,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
330,339,2020-04-25,9,0.0265,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
331,340,2020-04-26,9,0.0265,0,Alaska,AK,1,1,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
336,345,2020-04-27,9,0.0261,0,Alaska,AK,5,5,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
342,351,2020-04-28,9,0.0256,0,Alaska,AK,6,6,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
346,355,2020-04-29,9,0.0254,0,Alaska,AK,4,4,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
346,355,2020-04-30,9,0.0254,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
355,364,2020-05-01,9,0.0247,0,Alaska,AK,9,9,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
356,365,2020-05-02,9,0.0247,0,Alaska,AK,1,1,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
359,368,2020-05-03,9,0.0245,0,Alaska,AK,3,3,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
361,370,2020-05-04,9,0.0243,0,Alaska,AK,2,2,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
362,371,2020-05-05,9,0.0243,0,Alaska,AK,1,1,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
362,372,2020-05-06,10,0.0269,0,Alaska,AK,0,1,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
364,374,2020-05-07,10,0.0267,0,Alaska,AK,2,2,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
367,377,2020-05-08,10,0.0265,0,Alaska,AK,3,3,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
368,378,2020-05-09,10,0.0265,0,Alaska,AK,1,1,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
369,379,2020-05-10,10,0.0264,0,Alaska,AK,1,1,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
369,379,2020-05-11,10,0.0264,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
373,383,2020-05-12,10,0.0261,0,Alaska,AK,4,4,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
373,383,2020-05-13,10,0.0261,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
373,383,2020-05-14,10,0.0261,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
378,388,2020-05-15,10,0.0258,0,Alaska,AK,5,5,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
378,388,2020-05-16,10,0.0258,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
378,388,2020-05-17,10,0.0258,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
378,388,2020-05-18,10,0.0258,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
390,400,2020-05-19,10,0.025,0,Alaska,AK,12,12,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
391,401,2020-05-20,10,0.0249,0,Alaska,AK,1,1,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
391,401,2020-05-21,10,0.0249,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
393,403,2020-05-22,10,0.0248,0,Alaska,AK,2,2,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
397,407,2020-05-23,10,0.0246,0,Alaska,AK,4,4,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
397,407,2020-05-24,10,0.0246,0,Alaska,AK,0,0,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
398,408,2020-05-25,10,0.0245,0,Alaska,AK,1,1,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
400,410,2020-05-26,10,0.0244,0,Alaska,AK,2,2,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
401,411,2020-05-27,10,0.0243,0,Alaska,AK,1,1,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
414,424,2020-05-28,10,0.0236,0,Alaska,AK,13,13,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
419,429,2020-05-29,10,0.0233,0,Alaska,AK,5,5,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
423,433,2020-05-30,10,0.0231,0,Alaska,AK,4,4,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
449,459,2020-05-31,10,0.0218,0,Alaska,AK,26,26,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
456,466,2020-06-01,10,0.0215,0,Alaska,AK,7,7,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
476,486,2020-06-02,10,0.0206,0,Alaska,AK,20,20,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
494,504,2020-06-03,10,0.0198,0,Alaska,AK,18,18,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
502,512,2020-06-04,10,0.0195,0,Alaska,AK,8,8,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
513,523,2020-06-05,10,0.0191,0,Alaska,AK,11,11,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
525,535,2020-06-06,10,0.0187,0,Alaska,AK,12,12,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
533,543,2020-06-07,10,0.0184,0,Alaska,AK,8,8,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
552,562,2020-06-08,10,0.0178,0,Alaska,AK,19,19,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
561,572,2020-06-09,11,0.0192,0,Alaska,AK,9,10,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
581,592,2020-06-10,11,0.0186,0,Alaska,AK,20,20,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
598,609,2020-06-11,11,0.0181,0,Alaska,AK,17,17,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
612,624,2020-06-12,12,0.0192,0,Alaska,AK,14,15,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
641,653,2020-06-13,12,0.0184,0,Alaska,AK,29,29,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
648,660,2020-06-14,12,0.0182,0,Alaska,AK,7,7,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
651,663,2020-06-15,12,0.0181,0,Alaska,AK,3,3,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
663,675,2020-06-16,12,0.0178,0,Alaska,AK,12,12,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
683,695,2020-06-17,12,0.0173,0,Alaska,AK,20,20,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
695,707,2020-06-18,12,0.017,0,Alaska,AK,12,12,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
708,720,2020-06-19,12,0.0167,0,Alaska,AK,13,13,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
729,741,2020-06-20,12,0.0162,0,Alaska,AK,21,21,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
740,752,2020-06-21,12,0.016,0,Alaska,AK,11,11,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
746,758,2020-06-22,12,0.0158,0,Alaska,AK,6,6,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
748,760,2020-06-23,12,0.0158,0,Alaska,AK,2,2,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
777,789,2020-06-24,12,0.0152,0,Alaska,AK,29,29,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
801,813,2020-06-25,12,0.0148,0,Alaska,AK,24,24,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
819,833,2020-06-26,14,0.0168,0,Alaska,AK,18,20,2,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
837,851,2020-06-27,14,0.0165,0,Alaska,AK,18,18,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
866,880,2020-06-28,14,0.0159,0,Alaska,AK,29,29,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
887,901,2020-06-29,14,0.0155,0,Alaska,AK,21,21,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
923,937,2020-06-30,14,0.0149,0,Alaska,AK,36,36,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
961,975,2020-07-01,14,0.0144,0,Alaska,AK,38,38,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1000,1014,2020-07-02,14,0.0138,0,Alaska,AK,39,39,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1045,1060,2020-07-03,15,0.0142,0,Alaska,AK,45,46,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1091,1107,2020-07-04,16,0.0145,0,Alaska,AK,46,47,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1118,1134,2020-07-05,16,0.0141,0,Alaska,AK,27,27,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1146,1162,2020-07-06,16,0.0138,0,Alaska,AK,28,28,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1163,1180,2020-07-07,17,0.0144,0,Alaska,AK,17,18,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1205,1222,2020-07-08,17,0.0139,0,Alaska,AK,42,42,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1251,1268,2020-07-09,17,0.0134,0,Alaska,AK,46,46,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1306,1323,2020-07-10,17,0.0128,0,Alaska,AK,55,55,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1368,1385,2020-07-11,17,0.0123,0,Alaska,AK,62,62,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1462,1479,2020-07-12,17,0.0115,0,Alaska,AK,94,94,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1522,1539,2020-07-13,17,0.011000000000000001,0,Alaska,AK,60,60,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1562,1579,2020-07-14,17,0.0108,0,Alaska,AK,40,40,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1614,1631,2020-07-15,17,0.0104,0,Alaska,AK,52,52,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1676,1693,2020-07-16,17,0.01,0,Alaska,AK,62,62,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1717,1734,2020-07-17,17,0.0098,0,Alaska,AK,41,41,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1778,1796,2020-07-18,18,0.01,0,Alaska,AK,61,62,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1857,1875,2020-07-19,18,0.0096,0,Alaska,AK,79,79,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
1932,1950,2020-07-20,18,0.0092,0,Alaska,AK,75,75,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
2024,2042,2020-07-21,18,0.0088,0,Alaska,AK,92,92,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
2112,2131,2020-07-22,19,0.0089,0,Alaska,AK,88,89,1,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
2174,2193,2020-07-23,19,0.0087,0,Alaska,AK,62,62,0,0,61.3707,-152.4044,211300.80999999997,734417.0,3.475694201077602,35617.24912141195,51875.0
5,6,2020-03-10,0,0.0,1,Arizona,AZ,4,5,0,1,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
8,9,2020-03-11,0,0.0,1,Arizona,AZ,3,3,0,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
8,9,2020-03-12,0,0.0,1,Arizona,AZ,0,0,0,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
8,9,2020-03-13,0,0.0,1,Arizona,AZ,0,0,0,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
11,12,2020-03-14,0,0.0,1,Arizona,AZ,3,3,0,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
12,13,2020-03-15,0,0.0,1,Arizona,AZ,1,1,0,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
17,18,2020-03-16,0,0.0,1,Arizona,AZ,5,5,0,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
19,20,2020-03-17,0,0.0,1,Arizona,AZ,2,2,0,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
27,27,2020-03-18,0,0.0,0,Arizona,AZ,8,7,0,-1,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
45,45,2020-03-19,0,0.0,0,Arizona,AZ,18,18,0,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
78,78,2020-03-20,0,0.0,0,Arizona,AZ,33,33,0,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
117,118,2020-03-21,1,0.0085,0,Arizona,AZ,39,40,1,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
150,152,2020-03-22,2,0.0132,0,Arizona,AZ,33,34,1,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
233,235,2020-03-23,2,0.0085,0,Arizona,AZ,83,83,0,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
321,326,2020-03-24,5,0.0153,0,Arizona,AZ,88,91,3,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
395,401,2020-03-25,6,0.015,0,Arizona,AZ,74,75,1,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
500,508,2020-03-26,8,0.0157,0,Arizona,AZ,105,107,2,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
652,665,2020-03-27,13,0.0195,0,Arizona,AZ,152,157,5,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
758,773,2020-03-28,15,0.0194,0,Arizona,AZ,106,108,2,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
902,919,2020-03-29,17,0.0185,0,Arizona,AZ,144,146,2,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
1137,1157,2020-03-30,20,0.0173,0,Arizona,AZ,235,238,3,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
1265,1289,2020-03-31,24,0.0186,0,Arizona,AZ,128,132,4,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
1501,1530,2020-04-01,29,0.019,0,Arizona,AZ,236,241,5,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
1683,1715,2020-04-02,32,0.0187,0,Arizona,AZ,182,185,3,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
1896,1937,2020-04-03,41,0.0212,0,Arizona,AZ,213,222,9,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
2135,2187,2020-04-04,52,0.0238,0,Arizona,AZ,239,250,11,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
2422,2486,2020-04-05,64,0.0257,0,Arizona,AZ,287,299,12,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
2667,2732,2020-04-06,65,0.0238,0,Arizona,AZ,245,246,1,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
2797,2870,2020-04-07,73,0.0254,0,Arizona,AZ,130,138,8,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
2956,3036,2020-04-08,80,0.0264,0,Arizona,AZ,159,166,7,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
2929,3018,2020-04-09,89,0.0295,0,Arizona,AZ,-27,-18,9,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
3015,3112,2020-04-10,97,0.0312,0,Arizona,AZ,86,94,8,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
3285,3393,2020-04-11,108,0.0318,0,Arizona,AZ,270,281,11,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
3427,3542,2020-04-12,115,0.0325,0,Arizona,AZ,142,149,7,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
3583,3705,2020-04-13,122,0.0329,0,Arizona,AZ,156,163,7,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
3678,3809,2020-04-14,131,0.0344,0,Arizona,AZ,95,104,9,0,33.7298,-111.4312,89709.56,6940873.0,77.37049429291594,29270.505602825462,49063.0
