Active,Confirmed,Date,Deaths,Fatality Rate,Recovered,State Name,State,Active Diff,Confirmed Diff,Deaths Diff,Recovered Diff,Lat,Lon,Land Area (mi2),Population,Population Density,Per Capita Income,Median Household Income
4563,4657,2020-03-27,94,0.0202,0,California,CA,745,758,13,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
4985,5095,2020-03-28,110,0.0216,0,California,CA,422,438,16,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
5728,5852,2020-03-29,124,0.0212,0,California,CA,743,757,14,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
6992,7138,2020-03-30,146,0.0205,0,California,CA,1264,1286,22,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
8037,8210,2020-03-31,173,0.0211,0,California,CA,1045,1072,27,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
9200,9399,2020-04-01,199,0.0212,0,California,CA,1163,1189,26,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
10535,10773,2020-04-02,238,0.0221,0,California,CA,1335,1374,39,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
11739,12004,2020-04-03,265,0.0221,0,California,CA,1204,1231,27,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
12548,12837,2020-04-04,289,0.0225,0,California,CA,809,833,24,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
14686,15034,2020-04-05,348,0.0231,0,California,CA,2138,2197,59,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
15639,16019,2020-04-06,380,0.0237,0,California,CA,953,985,32,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
16919,17351,2020-04-07,432,0.0249,0,California,CA,1280,1332,52,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
18402,18897,2020-04-08,495,0.0262,0,California,CA,1483,1546,63,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
19166,19710,2020-04-09,544,0.0276,0,California,CA,764,813,49,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
20498,21081,2020-04-10,583,0.0277,0,California,CA,1332,1371,39,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
21102,21706,2020-04-11,604,0.0278,0,California,CA,604,625,21,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
22155,22795,2020-04-12,640,0.0281,0,California,CA,1053,1089,36,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
23217,23931,2020-04-13,714,0.0298,0,California,CA,1062,1136,74,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
24589,25356,2020-04-14,767,0.0302,0,California,CA,1372,1425,53,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
25826,26686,2020-04-15,860,0.0322,0,California,CA,1237,1330,93,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
26721,27677,2020-04-16,956,0.0345,0,California,CA,895,991,96,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
28120,29157,2020-04-17,1037,0.0356,0,California,CA,1399,1480,81,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
29351,30491,2020-04-18,1140,0.0374,0,California,CA,1231,1334,103,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
30254,31431,2020-04-19,1177,0.0374,0,California,CA,903,940,37,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
32461,33686,2020-04-20,1225,0.0364,0,California,CA,2207,2255,48,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
34183,35465,2020-04-21,1282,0.0361,0,California,CA,1722,1779,57,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
35923,37344,2020-04-22,1421,0.0381,0,California,CA,1740,1879,139,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
38028,39561,2020-04-23,1533,0.0388,0,California,CA,2105,2217,112,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
39734,41355,2020-04-24,1621,0.0392,0,California,CA,1706,1794,88,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
40679,42368,2020-04-25,1689,0.0399,0,California,CA,945,1013,68,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
41833,43558,2020-04-26,1725,0.0396,0,California,CA,1154,1190,36,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
43187,44966,2020-04-27,1779,0.0396,0,California,CA,1354,1408,54,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
44300,46164,2020-04-28,1864,0.0404,0,California,CA,1113,1198,85,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
46801,48747,2020-04-29,1946,0.0399,0,California,CA,2501,2583,82,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
48099,50130,2020-04-30,2031,0.0405,0,California,CA,1298,1383,85,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
49900,52026,2020-05-01,2126,0.0409,0,California,CA,1801,1896,95,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
51167,53347,2020-05-02,2180,0.0409,0,California,CA,1267,1321,54,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
52687,54903,2020-05-03,2216,0.0404,0,California,CA,1520,1556,36,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
53606,55884,2020-05-04,2278,0.0408,0,California,CA,919,981,62,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
56075,58456,2020-05-05,2381,0.0407,0,California,CA,2469,2572,103,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
58152,60616,2020-05-06,2464,0.0406,0,California,CA,2077,2160,83,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
59613,62148,2020-05-07,2535,0.0408,0,California,CA,1461,1532,71,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
61166,63779,2020-05-08,2613,0.040999999999999995,0,California,CA,1553,1631,78,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
63871,66558,2020-05-09,2687,0.0404,0,California,CA,2705,2779,74,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
64884,67600,2020-05-10,2716,0.0402,0,California,CA,1013,1042,29,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
66550,69329,2020-05-11,2779,0.0401,0,California,CA,1666,1729,63,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
68099,70978,2020-05-12,2879,0.0406,0,California,CA,1549,1649,100,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
69841,72798,2020-05-13,2957,0.0406,0,California,CA,1742,1820,78,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
71819,74871,2020-05-14,3052,0.0408,0,California,CA,1978,2073,95,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
73557,76693,2020-05-15,3136,0.0409,0,California,CA,1738,1822,84,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
75517,78725,2020-05-16,3208,0.0407,0,California,CA,1960,2032,72,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
76926,80166,2020-05-17,3240,0.0404,0,California,CA,1409,1441,32,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
78178,81457,2020-05-18,3279,0.0403,0,California,CA,1252,1291,39,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
80349,83752,2020-05-19,3403,0.0406,0,California,CA,2171,2295,124,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
82500,85997,2020-05-20,3497,0.0407,0,California,CA,2151,2245,94,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
84448,88031,2020-05-21,3583,0.0407,0,California,CA,1948,2034,86,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
86586,90252,2020-05-22,3666,0.0406,0,California,CA,2138,2221,83,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
88801,92539,2020-05-23,3738,0.0404,0,California,CA,2215,2287,72,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
90266,94020,2020-05-24,3754,0.0399,0,California,CA,1465,1481,16,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
92631,96400,2020-05-25,3769,0.0391,0,California,CA,2365,2380,15,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
95568,99387,2020-05-26,3819,0.0384,0,California,CA,2937,2987,50,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
97155,101050,2020-05-27,3895,0.0385,0,California,CA,1587,1663,76,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
99820,103813,2020-05-28,3993,0.0385,0,California,CA,2665,2763,98,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
102545,106622,2020-05-29,4077,0.0382,0,California,CA,2725,2809,84,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
105751,109895,2020-05-30,4144,0.0377,0,California,CA,3206,3273,67,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
107779,111951,2020-05-31,4172,0.0373,0,California,CA,2028,2056,28,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
110516,114733,2020-06-01,4217,0.0368,0,California,CA,2737,2782,45,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
112910,117215,2020-06-02,4305,0.0367,0,California,CA,2394,2482,88,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
114974,119348,2020-06-03,4374,0.0366,0,California,CA,2064,2133,69,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
117724,122168,2020-06-04,4444,0.0364,0,California,CA,2750,2820,70,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
121209,125738,2020-06-05,4529,0.036000000000000004,0,California,CA,3485,3570,85,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
123987,128593,2020-06-06,4606,0.0358,0,California,CA,2778,2855,77,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
125983,130615,2020-06-07,4632,0.0355,0,California,CA,1996,2022,26,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
129159,133816,2020-06-08,4657,0.0348,0,California,CA,3176,3201,25,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
131896,136641,2020-06-09,4745,0.0347,0,California,CA,2737,2825,88,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
134861,139715,2020-06-10,4854,0.0347,0,California,CA,2965,3074,109,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
138443,143377,2020-06-11,4934,0.0344,0,California,CA,3582,3662,80,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
141681,146659,2020-06-12,4978,0.0339,0,California,CA,3238,3282,44,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
144942,150018,2020-06-13,5076,0.0338,0,California,CA,3261,3359,98,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
147201,152300,2020-06-14,5099,0.0335,0,California,CA,2259,2282,23,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
150612,155726,2020-06-15,5114,0.0328,0,California,CA,3411,3426,15,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
153761,158961,2020-06-16,5200,0.0327,0,California,CA,3149,3235,86,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
157527,162798,2020-06-17,5271,0.0324,0,California,CA,3766,3837,71,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
161731,167086,2020-06-18,5355,0.032,0,California,CA,4204,4288,84,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
165436,170862,2020-06-19,5426,0.0318,0,California,CA,3705,3776,71,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
169719,175213,2020-06-20,5494,0.0314,0,California,CA,4283,4351,68,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
173031,178546,2020-06-21,5515,0.0309,0,California,CA,3312,3333,21,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
179199,184765,2020-06-22,5566,0.0301,0,California,CA,6168,6219,51,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
185851,191477,2020-06-23,5626,0.0294,0,California,CA,6652,6712,60,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
190200,195925,2020-06-24,5725,0.0292,0,California,CA,4349,4448,99,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
195306,201112,2020-06-25,5806,0.0289,0,California,CA,5106,5187,81,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
200976,206844,2020-06-26,5868,0.0284,0,California,CA,5670,5732,62,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
204685,210584,2020-06-27,5899,0.027999999999999997,0,California,CA,3709,3740,31,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
209364,215296,2020-06-28,5932,0.0276,0,California,CA,4679,4712,33,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
217663,223646,2020-06-29,5983,0.0268,0,California,CA,8299,8350,51,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
225150,231232,2020-06-30,6082,0.0263,0,California,CA,7487,7586,99,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
232512,238681,2020-07-01,6169,0.0258,0,California,CA,7362,7449,87,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
240285,246550,2020-07-02,6265,0.0254,0,California,CA,7773,7869,96,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
244199,250514,2020-07-03,6315,0.0252,0,California,CA,3914,3964,50,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
246561,252895,2020-07-04,6334,0.025,0,California,CA,2362,2381,19,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
258308,264681,2020-07-05,6373,0.0241,0,California,CA,11747,11786,39,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
264594,271035,2020-07-06,6441,0.0238,0,California,CA,6286,6354,68,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
277439,284012,2020-07-07,6573,0.0231,0,California,CA,12845,12977,132,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
285842,292560,2020-07-08,6718,0.023,0,California,CA,8403,8548,145,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
295625,302484,2020-07-09,6859,0.0227,0,California,CA,9783,9924,141,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
303930,310885,2020-07-10,6955,0.0224,0,California,CA,8305,8401,96,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
311734,318761,2020-07-11,7027,0.022000000000000002,0,California,CA,7804,7876,72,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
317492,324543,2020-07-12,7051,0.0217,0,California,CA,5758,5782,24,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
326268,333357,2020-07-13,7089,0.0213,0,California,CA,8776,8814,38,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
338961,346211,2020-07-14,7250,0.0209,0,California,CA,12693,12854,161,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
347510,354885,2020-07-15,7375,0.0208,0,California,CA,8549,8674,125,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
357217,364706,2020-07-16,7489,0.0205,0,California,CA,9707,9821,114,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
365656,373259,2020-07-17,7603,0.0204,0,California,CA,8439,8553,114,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
373043,380745,2020-07-18,7702,0.0202,0,California,CA,7387,7486,99,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
379191,386906,2020-07-19,7715,0.0199,0,California,CA,6148,6161,13,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
390100,397870,2020-07-20,7770,0.0195,0,California,CA,10909,10964,55,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
401417,409305,2020-07-21,7888,0.0193,0,California,CA,11317,11435,118,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
413239,421286,2020-07-22,8047,0.0191,0,California,CA,11822,11981,159,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
422572,430773,2020-07-23,8201,0.019,0,California,CA,9333,9487,154,0,36.1162,-119.6816,96922.44000000016,39076841.0,403.1764057941581,35049.47257253983,65231.0
15,15,2020-03-10,0,0.0,0,Colorado,CO,0,0,0,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
34,34,2020-03-11,0,0.0,0,Colorado,CO,19,19,0,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
45,45,2020-03-12,0,0.0,0,Colorado,CO,11,11,0,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
49,49,2020-03-13,0,0.0,0,Colorado,CO,4,4,0,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
100,101,2020-03-14,1,0.0099,0,Colorado,CO,51,52,1,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
130,131,2020-03-15,1,0.0076,0,Colorado,CO,30,30,0,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
159,160,2020-03-16,1,0.0063,0,Colorado,CO,29,29,0,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
158,160,2020-03-17,2,0.0125,0,Colorado,CO,-1,0,1,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
182,184,2020-03-18,2,0.0109,0,Colorado,CO,24,24,0,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
273,277,2020-03-19,4,0.0144,0,Colorado,CO,91,93,2,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
359,363,2020-03-20,4,0.011000000000000001,0,Colorado,CO,86,86,0,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
386,390,2020-03-21,4,0.0103,0,Colorado,CO,27,27,0,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
585,591,2020-03-22,6,0.0102,0,Colorado,CO,199,201,2,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
697,704,2020-03-23,7,0.0099,0,Colorado,CO,112,113,1,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
715,723,2020-03-24,8,0.0111,0,Colorado,CO,18,19,1,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
1005,1021,2020-03-25,16,0.0157,0,Colorado,CO,290,298,8,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
1411,1430,2020-03-26,19,0.0133,0,Colorado,CO,406,409,3,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
1406,1433,2020-03-27,27,0.0188,0,Colorado,CO,-5,3,8,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
1709,1740,2020-03-28,31,0.0178,0,Colorado,CO,303,307,4,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
2260,2307,2020-03-29,47,0.0204,0,Colorado,CO,551,567,16,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
2264,2311,2020-03-30,47,0.0203,0,Colorado,CO,4,4,0,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
2897,2966,2020-03-31,69,0.0233,0,Colorado,CO,633,655,22,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
2913,2982,2020-04-01,69,0.0231,0,Colorado,CO,16,16,0,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
3262,3342,2020-04-02,80,0.0239,0,Colorado,CO,349,360,11,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
3645,3742,2020-04-03,97,0.0259,0,Colorado,CO,383,400,17,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
4077,4188,2020-04-04,111,0.0265,0,Colorado,CO,432,446,14,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
4810,4950,2020-04-05,140,0.0283,0,Colorado,CO,733,762,29,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
5033,5183,2020-04-06,150,0.0289,0,Colorado,CO,223,233,10,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
5250,5429,2020-04-07,179,0.033,0,Colorado,CO,217,246,29,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
5462,5655,2020-04-08,193,0.0341,0,Colorado,CO,212,226,14,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
5462,5655,2020-04-09,193,0.0341,0,Colorado,CO,0,0,0,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
5976,6202,2020-04-10,226,0.0364,0,Colorado,CO,514,547,33,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
6263,6513,2020-04-11,250,0.0384,0,Colorado,CO,287,311,24,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
7018,7307,2020-04-12,289,0.0396,0,Colorado,CO,755,794,39,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
7385,7691,2020-04-13,306,0.0398,0,Colorado,CO,367,384,17,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
7623,7950,2020-04-14,327,0.0411,0,Colorado,CO,238,259,21,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
7628,7956,2020-04-15,328,0.0412,0,Colorado,CO,5,6,1,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
7931,8286,2020-04-16,355,0.0428,0,Colorado,CO,303,330,27,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
8319,8691,2020-04-17,372,0.0428,0,Colorado,CO,388,405,17,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
8658,9047,2020-04-18,389,0.043,0,Colorado,CO,339,356,17,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
9310,9730,2020-04-19,420,0.0432,0,Colorado,CO,652,683,31,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
9310,9730,2020-04-20,420,0.0432,0,Colorado,CO,0,0,0,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
9990,10473,2020-04-21,483,0.0461,0,Colorado,CO,680,743,63,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
10385,10891,2020-04-22,506,0.0465,0,Colorado,CO,395,418,23,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
10726,11278,2020-04-23,552,0.0489,0,Colorado,CO,341,387,46,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
11582,12256,2020-04-24,674,0.055,0,Colorado,CO,856,978,122,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
12284,12968,2020-04-25,684,0.0527,0,Colorado,CO,702,712,10,0,39.0598,-105.3111,97067.89000000006,5514222.0,56.807889818146826,36469.42683972463,59610.5
